"itemId","档次","静态候选配方ID","设备","输出数量","整份原料成本","单件原料成本","难度系数","buff系数","common系数","建议unitWorth","runtimeStatus","runtimeVerified","staticEvidence","来源JAR","recipe JSON路径","原料选择","容器决策","证据链","风险","REVIEW原因"
"dungeonsdelight:smoked_spider_meat","COMMON","dungeonsdelight:smoked_spider_meat_from_campfire","营火","1","","","1.15","1","0.95","","STALE","false","JAR","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/smoked_spider_meat_from_campfire.json","","NONE","dungeonsdelight:smoked_spider_meat <- recipe=dungeonsdelight:smoked_spider_meat_from_campfire;type=minecraft:campfire_cooking;output=1;choices=;container=NONE","MISSING_PRICE;ZERO_COST;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST","MISSING_PRICE;ZERO_COST;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST"
"dungeonsdelight:snifferwurst","T2","dungeonsdelight:cooking/snifferwurst","农夫乐事烹饪锅","1","","","1.65","1","1","","STALE","false","JAR","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/cooking/snifferwurst.json","dungeonsdelight:slime_bar×1","NONE","dungeonsdelight:snifferwurst <- recipe=dungeonsdelight:cooking/snifferwurst;type=farmersdelight:cooking;output=1;choices=dungeonsdelight:slime_bar×1;container=NONE -> dungeonsdelight:slime_bar <- recipe=dungeonsdelight:slime_bar_from_shapeless;type=minecraft:crafting_shapeless;output=1;choices=farmersdelight:canvas×1 + minecraft:dried_kelp×1;container=NONE -> farmersdelight:canvas=4(猜想) -> minecraft:dried_kelp=3(猜想)","MISSING_PRICE;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","MISSING_PRICE;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR"
"dungeonsdelight:snuffledog","T2","dungeonsdelight:cooking/snuffledog","农夫乐事烹饪锅","1","","","1.65","1.35","1","","STALE","false","JAR","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/cooking/snuffledog.json","dungeonsdelight:snifferwurst×1 + farmersdelight:tomato×1","PART_OF_RESULT:minecraft:bread=12","dungeonsdelight:snuffledog <- recipe=dungeonsdelight:cooking/snuffledog;type=farmersdelight:cooking;output=1;choices=dungeonsdelight:snifferwurst×1 + farmersdelight:tomato×1;container=PART_OF_RESULT:minecraft:bread=12 -> dungeonsdelight:snifferwurst <- recipe=dungeonsdelight:cooking/snifferwurst;type=farmersdelight:cooking;output=1;choices=dungeonsdelight:slime_bar×1;container=NONE -> dungeonsdelight:slime_bar <- recipe=dungeonsdelight:slime_bar_from_shapeless;type=minecraft:crafting_shapeless;output=1;choices=farmersdelight:canvas×1 + minecraft:dried_kelp×1;container=NONE -> farmersdelight:canvas=4(猜想) -> minecraft:dried_kelp=3(猜想) -> farmersdelight:tomato=6(猜想)","MISSING_PRICE;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","MISSING_PRICE;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR"
"dungeonsdelight:soaked_skewer","T2","dungeonsdelight:monster_cooking/soaked_skewer","怪物烹饪锅","1","","","1.65","REVIEW","1","","STALE","false","JAR","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/soaked_skewer.json","","NONE","dungeonsdelight:soaked_skewer <- recipe=dungeonsdelight:monster_cooking/soaked_skewer;type=dungeonsdelight:monster_cooking;output=1;choices=;container=NONE","MISSING_PRICE;TAG_PRICE_MISSING;ZERO_COST;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_ZERO_COST;UNKNOWN_BUFF","MISSING_PRICE;TAG_PRICE_MISSING;ZERO_COST;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_ZERO_COST;UNKNOWN_BUFF"
"dungeonsdelight:soft_serve_sniffer_egg","COMMON","dungeonsdelight:soft_serve_sniffer_egg_from_campfire","营火","1","","","1.15","1.35","0.95","","STALE","false","JAR","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/soft_serve_sniffer_egg_from_campfire.json","","NONE","dungeonsdelight:soft_serve_sniffer_egg <- recipe=dungeonsdelight:soft_serve_sniffer_egg_from_campfire;type=minecraft:campfire_cooking;output=1;choices=;container=NONE","MISSING_PRICE;ZERO_COST;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST","MISSING_PRICE;ZERO_COST;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST"
"dungeonsdelight:spider_bisque","T2","dungeonsdelight:monster_cooking/spider_bisque","怪物烹饪锅","1","","","1.65","REVIEW","1","","STALE","false","JAR","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/spider_bisque.json","dungeonsdelight:rotgourd_slice×1 + dungeonsdelight:spider_extract×1","NONE","dungeonsdelight:spider_bisque <- recipe=dungeonsdelight:monster_cooking/spider_bisque;type=dungeonsdelight:monster_cooking;output=1;choices=dungeonsdelight:rotgourd_slice×1 + dungeonsdelight:spider_extract×1;container=NONE -> dungeonsdelight:rotgourd_slice <- recipe=dungeonsdelight:cutting/rotgourd;type=farmersdelight:cutting;output=4;choices=;container=NONE -> dungeonsdelight:spider_extract <- recipe=dungeonsdelight:monster_cooking/spider_extract;type=dungeonsdelight:monster_cooking;output=1;choices=minecraft:spider_eye×1;container=NONE -> minecraft:spider_eye=6(猜想)","MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF"
"dungeonsdelight:spider_extract","T2","dungeonsdelight:monster_cooking/spider_extract","怪物烹饪锅","1","","","1.65","0.85","1","","STALE","false","JAR","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/spider_extract.json","minecraft:spider_eye×1","NONE","dungeonsdelight:spider_extract <- recipe=dungeonsdelight:monster_cooking/spider_extract;type=dungeonsdelight:monster_cooking;output=1;choices=minecraft:spider_eye×1;container=NONE -> minecraft:spider_eye=6(猜想)","MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR"
"dungeonsdelight:spider_pie_slice","T2","dungeonsdelight:cutting/spider_pie","农夫乐事切菜砧板","4","","","1.65","REVIEW","1","","STALE","false","JAR","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/cutting/spider_pie.json","dungeonsdelight:spider_pie×1","NONE","dungeonsdelight:spider_pie_slice <- recipe=dungeonsdelight:cutting/spider_pie;type=farmersdelight:cutting;output=4;choices=dungeonsdelight:spider_pie×1;container=NONE -> dungeonsdelight:spider_pie <- recipe=dungeonsdelight:spider_pie;type=minecraft:crafting_shaped;output=1;choices=minecraft:sugar×2 + farmersdelight:pie_crust×1;container=NONE -> minecraft:sugar=4(已定义) -> farmersdelight:pie_crust=10(猜想)","TAG_PRICE_MISSING;MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","TAG_PRICE_MISSING;MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF"
"dungeonsdelight:spider_salmagundi","T2","dungeonsdelight:monster_cooking/spider_salmagundi","怪物烹饪锅","1","","","1.65","REVIEW","1","","STALE","false","JAR","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/spider_salmagundi.json","farmersdelight:onion×1","NONE","dungeonsdelight:spider_salmagundi <- recipe=dungeonsdelight:monster_cooking/spider_salmagundi;type=dungeonsdelight:monster_cooking;output=1;choices=farmersdelight:onion×1;container=NONE -> farmersdelight:onion=6(猜想)","MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF"
"dungeonsdelight:spider_tanghulu","T2","dungeonsdelight:monster_cooking/spider_tanghulu","怪物烹饪锅","1","29.00","29.00","1.65","REVIEW","1","","STALE","false","JAR","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/spider_tanghulu.json","minecraft:spider_eye×1 + minecraft:spider_eye×1 + minecraft:spider_eye×1 + minecraft:beetroot×1 + minecraft:sugar×1","NONE","dungeonsdelight:spider_tanghulu <- recipe=dungeonsdelight:monster_cooking/spider_tanghulu;type=dungeonsdelight:monster_cooking;output=1;choices=minecraft:spider_eye×1 + minecraft:spider_eye×1 + minecraft:spider_eye×1 + minecraft:beetroot×1 + minecraft:sugar×1;container=NONE -> minecraft:spider_eye=6(猜想) -> minecraft:spider_eye=6(猜想) -> minecraft:spider_eye=6(猜想) -> minecraft:beetroot=7(已定义) -> minecraft:sugar=4(已定义)","PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF;猜想锚点:minecraft:spider_eye=6(猜想)"
"dungeonsdelight:takoyaki","T2","dungeonsdelight:monster_cooking/takoyaki","怪物烹饪锅","1","","","1.65","REVIEW","1","","STALE","false","JAR","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/takoyaki.json","dungeonsdelight:sculk_mayo×1 + dungeonsdelight:rotgourd_slice×1","NONE","dungeonsdelight:takoyaki <- recipe=dungeonsdelight:monster_cooking/takoyaki;type=dungeonsdelight:monster_cooking;output=1;choices=dungeonsdelight:sculk_mayo×1 + dungeonsdelight:rotgourd_slice×1;container=NONE -> dungeonsdelight:sculk_mayo <- recipe=dungeonsdelight:monster_cooking/sculk_mayo;type=dungeonsdelight:monster_cooking;output=1;choices=;container=NONE -> dungeonsdelight:rotgourd_slice <- recipe=dungeonsdelight:cutting/rotgourd;type=farmersdelight:cutting;output=4;choices=;container=NONE","TAG_PRICE_MISSING;MISSING_PRICE;ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;UNKNOWN_BUFF","TAG_PRICE_MISSING;MISSING_PRICE;ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;UNKNOWN_BUFF"
"dungeonsdelight:terrine_loaf","T2","dungeonsdelight:monster_cooking/terrine_loaf","怪物烹饪锅","1","","","1.65","REVIEW","1","","STALE","false","JAR","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/terrine_loaf.json","dungeonsdelight:slime_noodles×1 + dungeonsdelight:rotbulb×1","NONE","dungeonsdelight:terrine_loaf <- recipe=dungeonsdelight:monster_cooking/terrine_loaf;type=dungeonsdelight:monster_cooking;output=1;choices=dungeonsdelight:slime_noodles×1 + dungeonsdelight:rotbulb×1;container=NONE -> dungeonsdelight:slime_noodles <- recipe=dungeonsdelight:cutting/slime_bar;type=farmersdelight:cutting;output=2;choices=dungeonsdelight:slime_bar×1;container=NONE -> dungeonsdelight:slime_bar <- recipe=dungeonsdelight:slime_bar_from_shapeless;type=minecraft:crafting_shapeless;output=1;choices=farmersdelight:canvas×1 + minecraft:dried_kelp×1;container=NONE -> farmersdelight:canvas=4(猜想) -> minecraft:dried_kelp=3(猜想) -> dungeonsdelight:rotbulb <- recipe=dungeonsdelight:rotbulb_from_rotbulb_crate;type=minecraft:crafting_shapeless;output=9;choices=dungeonsdelight:rotbulb_crate×1;container=NONE -> dungeonsdelight:rotbulb_crate <- recipe=minecraft:rotbulb_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE","MISSING_PRICE;CO_PRODUCT_ALLOCATION_REVIEW;TAG_PRICE_MISSING;RECIPE_CYCLE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_CO_PRODUCT_ALLOCATION_REVIEW;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","MISSING_PRICE;CO_PRODUCT_ALLOCATION_REVIEW;TAG_PRICE_MISSING;RECIPE_CYCLE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_CO_PRODUCT_ALLOCATION_REVIEW;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF"
"dungeonsdelight:trial_freakshake","T2","dungeonsdelight:monster_cooking/trial_freakshake","怪物烹饪锅","1","","","1.65","REVIEW","1","","STALE","false","JAR","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/trial_freakshake.json","dungeonsdelight:slime_noodles×1 + minecraft:spider_eye×1 + minecraft:amethyst_shard×1 + minecraft:cookie×1","NONE","dungeonsdelight:trial_freakshake <- recipe=dungeonsdelight:monster_cooking/trial_freakshake;type=dungeonsdelight:monster_cooking;output=1;choices=dungeonsdelight:slime_noodles×1 + minecraft:spider_eye×1 + minecraft:amethyst_shard×1 + minecraft:cookie×1;container=NONE -> dungeonsdelight:slime_noodles <- recipe=dungeonsdelight:cutting/slime_bar;type=farmersdelight:cutting;output=2;choices=dungeonsdelight:slime_bar×1;container=NONE -> dungeonsdelight:slime_bar <- recipe=dungeonsdelight:slime_bar_from_shapeless;type=minecraft:crafting_shapeless;output=1;choices=farmersdelight:canvas×1 + minecraft:dried_kelp×1;container=NONE -> farmersdelight:canvas=4(猜想) -> minecraft:dried_kelp=3(猜想) -> minecraft:spider_eye=6(猜想) -> minecraft:amethyst_shard=18(猜想) -> minecraft:cookie=6(猜想)","CO_PRODUCT_ALLOCATION_REVIEW;TAG_PRICE_MISSING;MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_CO_PRODUCT_ALLOCATION_REVIEW;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","CO_PRODUCT_ALLOCATION_REVIEW;TAG_PRICE_MISSING;MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_CO_PRODUCT_ALLOCATION_REVIEW;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF"
"dungeonsdelight:wispy_rice_ball","T2","dungeonsdelight:monster_cooking/wispy_rice_ball","怪物烹饪锅","1","","","1.65","REVIEW","1","","STALE","false","JAR","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/wispy_rice_ball.json","dungeonsdelight:slime_bar×1 + farmersdelight:rice×1","NONE","dungeonsdelight:wispy_rice_ball <- recipe=dungeonsdelight:monster_cooking/wispy_rice_ball;type=dungeonsdelight:monster_cooking;output=1;choices=dungeonsdelight:slime_bar×1 + farmersdelight:rice×1;container=NONE -> dungeonsdelight:slime_bar <- recipe=dungeonsdelight:slime_bar_from_shapeless;type=minecraft:crafting_shapeless;output=1;choices=farmersdelight:canvas×1 + minecraft:dried_kelp×1;container=NONE -> farmersdelight:canvas=4(猜想) -> minecraft:dried_kelp=3(猜想) -> farmersdelight:rice=5(猜想)","MISSING_PRICE;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","MISSING_PRICE;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF"
"minecraft:bread","COMMON","mynethersdelight:bread_from_smelting","熔炉","1","","","1.15","1","0.95","","STALE","false","JAR","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/bread_from_smelting.json","mynethersdelight:ghast_dough×1","NONE","minecraft:bread <- recipe=mynethersdelight:bread_from_smelting;type=minecraft:smelting;output=1;choices=mynethersdelight:ghast_dough×1;container=NONE -> mynethersdelight:ghast_dough <- recipe=mynethersdelight:crafting/ghast_dough;type=minecraft:crafting_shapeless;output=2;choices=#c:eggs×1 + mynethersdelight:ghasmati×1 + mynethersdelight:ghasmati×1 + #c:eggs×1;container=NONE -> #c:eggs=5(已定义) -> mynethersdelight:ghasmati <- recipe=mynethersdelight:cutting/ghasmati;type=farmersdelight:cutting;output=1;choices=;container=NONE -> mynethersdelight:ghasmati <- recipe=mynethersdelight:cutting/ghasmati;type=farmersdelight:cutting;output=1;choices=;container=NONE -> #c:eggs=5(已定义)","PROBABILISTIC_OUTPUT_REVIEW;MISSING_PRICE;ZERO_COST;ALTERNATIVE_PROBABILISTIC_OUTPUT_REVIEW;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST","PROBABILISTIC_OUTPUT_REVIEW;MISSING_PRICE;ZERO_COST;ALTERNATIVE_PROBABILISTIC_OUTPUT_REVIEW;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST"
"mynethersdelight:bacon-wrapped_sausage_on_a_stick","T2","mynethersdelight:crafting/bacon_wrapped_sausage_stick","工作台（无序）","1","","","1.65","1","1","","STALE","false","JAR","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/crafting/bacon_wrapped_sausage_stick.json","mynethersdelight:roasted_sausage×1 + farmersdelight:cooked_bacon×1 + minecraft:stick×1","NONE","mynethersdelight:bacon-wrapped_sausage_on_a_stick <- recipe=mynethersdelight:crafting/bacon_wrapped_sausage_stick;type=minecraft:crafting_shapeless;output=1;choices=mynethersdelight:roasted_sausage×1 + farmersdelight:cooked_bacon×1 + minecraft:stick×1;container=NONE -> mynethersdelight:roasted_sausage <- recipe=mynethersdelight:hoglin_sausage_cooking;type=minecraft:smelting;output=1;choices=mynethersdelight:hoglin_sausage×1;container=NONE -> mynethersdelight:hoglin_sausage <- recipe=mynethersdelight:cutting/hoglin_sausage;type=farmersdelight:cutting;output=2;choices=;container=NONE -> farmersdelight:cooked_bacon=10(猜想) -> minecraft:stick <- recipe=mynethersdelight:cutting/stick_bamboo;type=farmersdelight:cutting;output=1;choices=minecraft:bamboo×1;container=NONE -> minecraft:bamboo=2(已定义)","MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR"
"mynethersdelight:bleeding_tartar","T2","mynethersdelight:crafting/bleeding_tartar","工作台（无序）","1","","","1.65","1.35","1","","STALE","false","JAR","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/crafting/bleeding_tartar.json","mynethersdelight:minced_strider×1 + mynethersdelight:minced_strider×1 + #c:eggs×1 + minecraft:bowl×1","NONE","mynethersdelight:bleeding_tartar <- recipe=mynethersdelight:crafting/bleeding_tartar;type=minecraft:crafting_shapeless;output=1;choices=mynethersdelight:minced_strider×1 + mynethersdelight:minced_strider×1 + #c:eggs×1 + minecraft:bowl×1;container=NONE -> mynethersdelight:minced_strider <- recipe=mynethersdelight:cutting/minced_strider;type=farmersdelight:cutting;output=2;choices=;container=NONE -> mynethersdelight:minced_strider <- recipe=mynethersdelight:cutting/minced_strider;type=farmersdelight:cutting;output=2;choices=;container=NONE -> #c:eggs=5(已定义) -> minecraft:bowl=2(猜想)","CO_PRODUCT_ALLOCATION_REVIEW;PROBABILISTIC_OUTPUT_REVIEW;MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_CO_PRODUCT_ALLOCATION_REVIEW;ALTERNATIVE_PROBABILISTIC_OUTPUT_REVIEW;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","CO_PRODUCT_ALLOCATION_REVIEW;PROBABILISTIC_OUTPUT_REVIEW;MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_CO_PRODUCT_ALLOCATION_REVIEW;ALTERNATIVE_PROBABILISTIC_OUTPUT_REVIEW;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR"
"mynethersdelight:blue_tenderloin_steak","T2","mynethersdelight:crafting/blue_tenderloin_steak","工作台（无序）","1","","","1.65","REVIEW","1","","STALE","false","JAR","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/crafting/blue_tenderloin_steak.json","mynethersdelight:cooked_loin×1 + minecraft:warped_fungus×1 + farmersdelight:straw×1 + minecraft:bowl×1","NONE","mynethersdelight:blue_tenderloin_steak <- recipe=mynethersdelight:crafting/blue_tenderloin_steak;type=minecraft:crafting_shapeless;output=1;choices=mynethersdelight:cooked_loin×1 + minecraft:warped_fungus×1 + farmersdelight:straw×1 + minecraft:bowl×1;container=NONE -> mynethersdelight:cooked_loin <- recipe=mynethersdelight:hoglin_loin_cooking;type=minecraft:smelting;output=1;choices=;container=NONE -> minecraft:warped_fungus=8(猜想) -> farmersdelight:straw=2(猜想) -> minecraft:bowl=2(猜想)","MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;MIXED_BUFF_REVIEW","MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;MIXED_BUFF_REVIEW"
"mynethersdelight:boiled_egg","COMMON","mynethersdelight:boiled_egg_cooking","熔炉","1","","","1.15","1","0.95","","STALE","false","JAR","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/boiled_egg_cooking.json","","NONE","mynethersdelight:boiled_egg <- recipe=mynethersdelight:boiled_egg_cooking;type=minecraft:smelting;output=1;choices=;container=NONE","TAG_PRICE_MISSING;ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_ZERO_COST","TAG_PRICE_MISSING;ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_ZERO_COST"
