"模组显示名","实际JAR文件","JAR版本","JAR原始来源命名空间","运行时配方ID","配方序列化类型","机器/工序","产物中文名","产物ID","数量","是否可食用","饥饿值","饱和度","效果","内容类型","分类证据","分类置信度","原料种类数","原料槽位数","稀有原料","中间产物","容器/载体","流体","烹饪时间","设备温度","UNITE状态","提供者包列表","是否为最终有效配方","建议厨师档次","建议依据","T3证据","是否需要料理完成事件适配","建议CookingDevice","设备覆盖说明","人工复审备注"
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:compat/create/whole_wheat_dough","create:mixing","Create 搅拌（自动化）","Whole Wheat Dough","bakeries:whole_wheat_dough","1","否","","","","INGREDIENT","ingredient_token=whole_wheat_dough","HIGH","4","7","否","是","","","","","无","(base)","是","不进入厨师","内容类型=INGREDIENT","","不接入玩家事件","—","Create 自动化不得记玩家厨技","Create 自动化不得记玩家厨技"
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:compat/rice_bread_dough","minecraft:crafting_shapeless","工作台（无序）","Rice Bread Dough","bakeries:rice_bread_dough","1","否","","","","INGREDIENT","ingredient_token=rice_bread_dough","HIGH","2","2","否","是","","","","","always包","(base)|always","是","不进入厨师","内容类型=INGREDIENT","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:compat/salmon_sandwich","minecraft:crafting_shapeless","工作台（无序）","Salmon Sandwich","bakeries:salmon_sandwich","1","是","12","9.6","effect.bakeries.enjoy 600tick 1级 概率1","DISH","dish_token;edible=true;type=minecraft:crafting_shapeless","HIGH","2","5","否","否","","","","","无","(base)","是","T2","正餐/甜点名称","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:cooked_taro","minecraft:smelting","熔炉","Cooked Taro","bakeries:cooked_taro","1","是","6","7.2000003","","DISH","cooking_device=minecraft:smelting;food_component","HIGH","1","1","否","否","","","200","","无","(base)","是","COMMON","基础熟食或少量常见原料/单步合成","","已覆盖","FURNACE","ItemSmeltedEvent（菜单启发）",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:cooked_taro_campfire_cooking","minecraft:campfire_cooking","营火（无事件检测）","Cooked Taro","bakeries:cooked_taro","1","是","6","7.2000003","","DISH","cooking_device=minecraft:campfire_cooking;food_component","HIGH","1","1","否","否","","","600","","无","(base)","是","COMMON","基础熟食或少量常见原料/单步合成","","未覆盖","CAMPFIRE（仅枚举）","无营火取餐检测，不会产生 DishCookedEvent","营火：TCTH 当前无 DishCookedEvent 检测"
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:cooked_taro_smoking","minecraft:smoking","烟熏炉","Cooked Taro","bakeries:cooked_taro","1","是","6","7.2000003","","DISH","cooking_device=minecraft:smoking;food_component","HIGH","1","1","否","否","","","100","","无","(base)","是","COMMON","基础熟食或少量常见原料/单步合成","","已覆盖","SMOKER","ItemSmeltedEvent",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:cupboard","minecraft:crafting_shaped","工作台（有序）","Cupboard","bakeries:cupboard","1","否","","","","NON_FOOD","not_edible","MEDIUM","2","2","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:dirty_choco_croissant","minecraft:crafting_shapeless","工作台（无序）","Dirty Choco Croissant","bakeries:dirty_choco_croissant","2","是","6","12","effect.bakeries.enjoy 1200tick 1级 概率1；effect.bakeries.cocoa_mania 1200tick 1级 概率1","DISH","dish_token;edible=true;type=minecraft:crafting_shapeless","HIGH","3","4","否","否","","","","","无","(base)","是","T2","正餐/甜点名称","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:dough_crafting_table","minecraft:crafting_shaped","工作台（有序）","Dough Crafting Table","bakeries:dough_crafting_table","1","否","","","","INGREDIENT","ingredient_token=dough_crafting_table","HIGH","4","4","否","是","","","","","无","(base)","是","不进入厨师","内容类型=INGREDIENT","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:dough_crafting_table/bagel_dough","bakeries:dough_crafting_table","烘焙坊揉面台","贝果面胚","bakeries:bagel_dough","4","","","","","INGREDIENT","ingredient_token=bagel_dough","HIGH","1","1","否","是","","","","","仅JAR原始（运行时未加载）","(base)","否","不进入厨师","内容类型=INGREDIENT","","需适配","BAKERIES_DOUGH_TABLE（建议）","","运行时未加载（依赖/条件）"
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:dough_crafting_table/bagel_dough__fermentation_gameplay","bakeries:dough_crafting_table","烘焙坊揉面台","Bagel Dough","bakeries:bagel_dough","4","否","","","","INGREDIENT","ingredient_token=bagel_dough","HIGH","1","1","否","是","","","","","无","(base)","是","不进入厨师","内容类型=INGREDIENT","","需适配","BAKERIES_DOUGH_TABLE（建议）","",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:dough_crafting_table/baguette_dough","bakeries:dough_crafting_table","烘焙坊揉面台","法棍面胚","bakeries:baguette_dough","2","","","","","INGREDIENT","ingredient_token=baguette_dough","HIGH","1","1","否","是","","","","","仅JAR原始（运行时未加载）","(base)","否","不进入厨师","内容类型=INGREDIENT","","需适配","BAKERIES_DOUGH_TABLE（建议）","","运行时未加载（依赖/条件）"
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:dough_crafting_table/baguette_dough__fermentation_gameplay","bakeries:dough_crafting_table","烘焙坊揉面台","Baguette Dough","bakeries:baguette_dough","2","否","","","","INGREDIENT","ingredient_token=baguette_dough","HIGH","1","1","否","是","","","","","无","(base)","是","不进入厨师","内容类型=INGREDIENT","","需适配","BAKERIES_DOUGH_TABLE（建议）","",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:dough_crafting_table/ciabatta_dough","bakeries:dough_crafting_table","烘焙坊揉面台","恰巴塔面胚","bakeries:ciabatta_dough","4","","","","","INGREDIENT","ingredient_token=ciabatta_dough","HIGH","1","1","否","是","","","","","仅JAR原始（运行时未加载）","(base)","否","不进入厨师","内容类型=INGREDIENT","","需适配","BAKERIES_DOUGH_TABLE（建议）","","运行时未加载（依赖/条件）"
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:dough_crafting_table/ciabatta_dough__fermentation_gameplay","bakeries:dough_crafting_table","烘焙坊揉面台","Ciabatta Dough","bakeries:ciabatta_dough","4","否","","","","INGREDIENT","ingredient_token=ciabatta_dough","HIGH","1","1","否","是","","","","","无","(base)","是","不进入厨师","内容类型=INGREDIENT","","需适配","BAKERIES_DOUGH_TABLE（建议）","",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:dough_crafting_table/country_bread_dough","bakeries:dough_crafting_table","烘焙坊揉面台","乡村面包面胚","bakeries:country_bread_dough","1","","","","","INGREDIENT","ingredient_token=country_bread_dough","HIGH","1","1","否","是","","","","","仅JAR原始（运行时未加载）","(base)","否","不进入厨师","内容类型=INGREDIENT","","需适配","BAKERIES_DOUGH_TABLE（建议）","","运行时未加载（依赖/条件）"
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:dough_crafting_table/country_bread_dough__fermentation_gameplay","bakeries:dough_crafting_table","烘焙坊揉面台","Country Bread Dough","bakeries:country_bread_dough","1","否","","","","INGREDIENT","ingredient_token=country_bread_dough","HIGH","1","1","否","是","","","","","无","(base)","是","不进入厨师","内容类型=INGREDIENT","","需适配","BAKERIES_DOUGH_TABLE（建议）","",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:dough_crafting_table/croissant_dough","bakeries:dough_crafting_table","烘焙坊揉面台","Croissant Dough","bakeries:croissant_dough","2","否","","","","INGREDIENT","ingredient_token=croissant_dough","HIGH","1","1","否","是","","","","","无","(base)","是","不进入厨师","内容类型=INGREDIENT","","需适配","BAKERIES_DOUGH_TABLE（建议）","",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:dough_crafting_table/egg_tart_shell","bakeries:dough_crafting_table","烘焙坊揉面台","Egg Tart Shell","bakeries:egg_tart_shell","3","否","","","","INGREDIENT","manual_override;蛋挞皮生坯/壳；无FOOD","HIGH","1","1","否","是","","","","","无","(base)","是","不进入厨师","蛋挞皮生坯/壳；无FOOD","","需适配","BAKERIES_DOUGH_TABLE（建议）","","人工覆盖优先；禁止dishStrong误判"
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:dough_crafting_table/round_bread_dough","bakeries:dough_crafting_table","烘焙坊揉面台","圆面包面胚","bakeries:round_bread_dough","6","","","","","INGREDIENT","ingredient_token=round_bread_dough","HIGH","1","1","否","是","","","","","仅JAR原始（运行时未加载）","(base)","否","不进入厨师","内容类型=INGREDIENT","","需适配","BAKERIES_DOUGH_TABLE（建议）","","运行时未加载（依赖/条件）"
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:dough_crafting_table/round_bread_dough__fermentation_gameplay","bakeries:dough_crafting_table","烘焙坊揉面台","Round Bread Dough","bakeries:round_bread_dough","6","否","","","","INGREDIENT","ingredient_token=round_bread_dough","HIGH","1","1","否","是","","","","","无","(base)","是","不进入厨师","内容类型=INGREDIENT","","需适配","BAKERIES_DOUGH_TABLE（建议）","",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:dough_crafting_table/whole_wheat_bagel_dough","bakeries:dough_crafting_table","烘焙坊揉面台","全麦贝果面胚","bakeries:whole_wheat_bagel_dough","4","","","","","INGREDIENT","ingredient_token=whole_wheat_bagel_dough","HIGH","1","1","否","是","","","","","仅JAR原始（运行时未加载）","(base)","否","不进入厨师","内容类型=INGREDIENT","","需适配","BAKERIES_DOUGH_TABLE（建议）","","运行时未加载（依赖/条件）"
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:dough_crafting_table/whole_wheat_bagel_dough__fermentation_gameplay","bakeries:dough_crafting_table","烘焙坊揉面台","Whole Wheat Bagel Dough","bakeries:whole_wheat_bagel_dough","4","否","","","","INGREDIENT","ingredient_token=whole_wheat_bagel_dough","HIGH","1","1","否","是","","","","","无","(base)","是","不进入厨师","内容类型=INGREDIENT","","需适配","BAKERIES_DOUGH_TABLE（建议）","",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:drink/brown_sugar_latte","bakeries:drink","烘焙坊饮品","Brown Sugar Latte","bakeries:brown_sugar_latte","1","是","0","0","effect.minecraft.speed 600tick 1级 概率1","DRINK","recipe_type=bakeries:drink","HIGH","4","4","否","否","","","","","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BAKERIES_DRINK（建议）","饮品路线",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:drink/cream_bingle_coffee","bakeries:drink","烘焙坊饮品","Cream Bingle Coffee","bakeries:cream_bingle_coffee","1","是","1","1","effect.minecraft.speed 600tick 1级 概率1","DRINK","recipe_type=bakeries:drink","HIGH","4","4","否","否","","","","","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BAKERIES_DRINK（建议）","饮品路线",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:drink/iced_american","bakeries:drink","烘焙坊饮品","Iced American","bakeries:iced_american","1","是","0","0","effect.minecraft.speed 600tick 1级 概率1","DRINK","recipe_type=bakeries:drink","HIGH","3","3","否","否","","","","","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BAKERIES_DRINK（建议）","饮品路线",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:drink/iced_latte","bakeries:drink","烘焙坊饮品","Iced Latte","bakeries:iced_latte","1","是","0","0","effect.minecraft.speed 600tick 1级 概率1","DRINK","recipe_type=bakeries:drink","HIGH","3","3","否","否","","","","","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BAKERIES_DRINK（建议）","饮品路线",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:drink/matcha_latte","bakeries:drink","烘焙坊饮品","Matcha Latte","bakeries:matcha_latte","1","是","1","1","effect.minecraft.speed 600tick 1级 概率1；effect.minecraft.haste 600tick 1级 概率1","DRINK","recipe_type=bakeries:drink","HIGH","3","3","否","否","","","","","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BAKERIES_DRINK（建议）","饮品路线",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:drink/taro_milk","bakeries:drink","烘焙坊饮品","Taro Milk","bakeries:taro_milk","1","是","9","9","effect.minecraft.speed 600tick 1级 概率1；effect.minecraft.haste 600tick 1级 概率1","DRINK","recipe_type=bakeries:drink","HIGH","3","3","否","否","","","","","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","BAKERIES_DRINK（建议）","饮品路线",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:drink_cup","minecraft:crafting_shaped","工作台（有序）","Glass Drink Cup","bakeries:drink_cup","3","否","","","","DRINK","drink_token=drink_cup","HIGH","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=DRINK","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:fermentation_box","minecraft:crafting_shaped","工作台（有序）","Fermentation Box","bakeries:fermentation_box","1","否","","","","NON_FOOD","not_edible","MEDIUM","5","5","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:fermentation_box/cocoa_dough_fermentation","bakeries:fermentation_box","烘焙坊发酵箱","Cocoa Dough Fermentation","bakeries:cocoa_dough_fermentation","1","否","","","","INGREDIENT","ingredient_token=cocoa_dough_fermentation","HIGH","1","1","否","是","","","","","无","(base)","是","不进入厨师","内容类型=INGREDIENT","","需适配","BAKERIES_FERMENT_BOX（建议）","中间产物",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:fermentation_box/salted_dough_fermentation","bakeries:fermentation_box","烘焙坊发酵箱","Salted Dough Fermentation","bakeries:salted_dough_fermentation","1","否","","","","INGREDIENT","ingredient_token=salted_dough_fermentation","HIGH","1","1","否","是","","","","","无","(base)","是","不进入厨师","内容类型=INGREDIENT","","需适配","BAKERIES_FERMENT_BOX（建议）","中间产物",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:fermentation_box/sweet_dough_fermentation","bakeries:fermentation_box","烘焙坊发酵箱","Sweet Dough Fermentation","bakeries:sweet_dough_fermentation","1","否","","","","INGREDIENT","ingredient_token=sweet_dough_fermentation","HIGH","1","1","否","是","","","","","无","(base)","是","不进入厨师","内容类型=INGREDIENT","","需适配","BAKERIES_FERMENT_BOX（建议）","中间产物",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:fermentation_box/whole_wheat_dough_fermentation","bakeries:fermentation_box","烘焙坊发酵箱","Whole Wheat Dough Fermentation","bakeries:whole_wheat_dough_fermentation","1","否","","","","INGREDIENT","ingredient_token=whole_wheat_dough_fermentation","HIGH","1","1","否","是","","","","","无","(base)","是","不进入厨师","内容类型=INGREDIENT","","需适配","BAKERIES_FERMENT_BOX（建议）","中间产物",""
"Bakeries","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","1.0.1","bakeries","bakeries:fermentation_tank","minecraft:crafting_shaped","工作台（有序）","Fermentation Tank","bakeries:fermentation_tank","1","否","","","","NON_FOOD","not_edible","MEDIUM","2","2","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
