"targetItemId","recipeId","sourceJar","sourceRecipePath","风险类型","风险对象","证据","建议动作","状态"
"dungeonsdelight:spider_bisque","dungeonsdelight:monster_cooking/spider_bisque","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/spider_bisque.json","MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","dungeonsdelight:spider_bisque","dungeonsdelight:spider_bisque <- recipe=dungeonsdelight:monster_cooking/spider_bisque;type=dungeonsdelight:monster_cooking;output=1;choices=dungeonsdelight:rotgourd_slice×1 + dungeonsdelight:spider_extract×1;container=NONE -> dungeonsdelight:rotgourd_slice <- recipe=dungeonsdelight:cutting/rotgourd;type=farmersdelight:cutting;output=4;choices=;container=NONE -> dungeonsdelight:spider_extract <- recipe=dungeonsdelight:monster_cooking/spider_extract;type=dungeonsdelight:monster_cooking;output=1;choices=minecraft:spider_eye×1;container=NONE -> minecraft:spider_eye=6(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:spider_extract","dungeonsdelight:monster_cooking/spider_extract","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/spider_extract.json","MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","dungeonsdelight:spider_extract","dungeonsdelight:spider_extract <- recipe=dungeonsdelight:monster_cooking/spider_extract;type=dungeonsdelight:monster_cooking;output=1;choices=minecraft:spider_eye×1;container=NONE -> minecraft:spider_eye=6(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:spider_pie_slice","dungeonsdelight:cutting/spider_pie","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/cutting/spider_pie.json","TAG_PRICE_MISSING;MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","dungeonsdelight:spider_pie_slice","dungeonsdelight:spider_pie_slice <- recipe=dungeonsdelight:cutting/spider_pie;type=farmersdelight:cutting;output=4;choices=dungeonsdelight:spider_pie×1;container=NONE -> dungeonsdelight:spider_pie <- recipe=dungeonsdelight:spider_pie;type=minecraft:crafting_shaped;output=1;choices=minecraft:sugar×2 + farmersdelight:pie_crust×1;container=NONE -> minecraft:sugar=4(已定义) -> farmersdelight:pie_crust=10(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:spider_salmagundi","dungeonsdelight:monster_cooking/spider_salmagundi","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/spider_salmagundi.json","MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","dungeonsdelight:spider_salmagundi","dungeonsdelight:spider_salmagundi <- recipe=dungeonsdelight:monster_cooking/spider_salmagundi;type=dungeonsdelight:monster_cooking;output=1;choices=farmersdelight:onion×1;container=NONE -> farmersdelight:onion=6(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:spider_tanghulu","dungeonsdelight:monster_cooking/spider_tanghulu","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/spider_tanghulu.json","PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF;猜想锚点:minecraft:spider_eye=6(猜想)","dungeonsdelight:spider_tanghulu","dungeonsdelight:spider_tanghulu <- recipe=dungeonsdelight:monster_cooking/spider_tanghulu;type=dungeonsdelight:monster_cooking;output=1;choices=minecraft:spider_eye×1 + minecraft:spider_eye×1 + minecraft:spider_eye×1 + minecraft:beetroot×1 + minecraft:sugar×1;container=NONE -> minecraft:spider_eye=6(猜想) -> minecraft:spider_eye=6(猜想) -> minecraft:spider_eye=6(猜想) -> minecraft:beetroot=7(已定义) -> minecraft:sugar=4(已定义)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:takoyaki","dungeonsdelight:monster_cooking/takoyaki","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/takoyaki.json","TAG_PRICE_MISSING;MISSING_PRICE;ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;UNKNOWN_BUFF","dungeonsdelight:takoyaki","dungeonsdelight:takoyaki <- recipe=dungeonsdelight:monster_cooking/takoyaki;type=dungeonsdelight:monster_cooking;output=1;choices=dungeonsdelight:sculk_mayo×1 + dungeonsdelight:rotgourd_slice×1;container=NONE -> dungeonsdelight:sculk_mayo <- recipe=dungeonsdelight:monster_cooking/sculk_mayo;type=dungeonsdelight:monster_cooking;output=1;choices=;container=NONE -> dungeonsdelight:rotgourd_slice <- recipe=dungeonsdelight:cutting/rotgourd;type=farmersdelight:cutting;output=4;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:terrine_loaf","dungeonsdelight:monster_cooking/terrine_loaf","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/terrine_loaf.json","MISSING_PRICE;CO_PRODUCT_ALLOCATION_REVIEW;TAG_PRICE_MISSING;RECIPE_CYCLE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_CO_PRODUCT_ALLOCATION_REVIEW;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","dungeonsdelight:terrine_loaf","dungeonsdelight:terrine_loaf <- recipe=dungeonsdelight:monster_cooking/terrine_loaf;type=dungeonsdelight:monster_cooking;output=1;choices=dungeonsdelight:slime_noodles×1 + dungeonsdelight:rotbulb×1;container=NONE -> dungeonsdelight:slime_noodles <- recipe=dungeonsdelight:cutting/slime_bar;type=farmersdelight:cutting;output=2;choices=dungeonsdelight:slime_bar×1;container=NONE -> dungeonsdelight:slime_bar <- recipe=dungeonsdelight:slime_bar_from_shapeless;type=minecraft:crafting_shapeless;output=1;choices=farmersdelight:canvas×1 + minecraft:dried_kelp×1;container=NONE -> farmersdelight:canvas=4(猜想) -> minecraft:dried_kelp=3(猜想) -> dungeonsdelight:rotbulb <- recipe=dungeonsdelight:rotbulb_from_rotbulb_crate;type=minecraft:crafting_shapeless;output=9;choices=dungeonsdelight:rotbulb_crate×1;container=NONE -> dungeonsdelight:rotbulb_crate <- recipe=minecraft:rotbulb_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:trial_freakshake","dungeonsdelight:monster_cooking/trial_freakshake","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/trial_freakshake.json","CO_PRODUCT_ALLOCATION_REVIEW;TAG_PRICE_MISSING;MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_CO_PRODUCT_ALLOCATION_REVIEW;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","dungeonsdelight:trial_freakshake","dungeonsdelight:trial_freakshake <- recipe=dungeonsdelight:monster_cooking/trial_freakshake;type=dungeonsdelight:monster_cooking;output=1;choices=dungeonsdelight:slime_noodles×1 + minecraft:spider_eye×1 + minecraft:amethyst_shard×1 + minecraft:cookie×1;container=NONE -> dungeonsdelight:slime_noodles <- recipe=dungeonsdelight:cutting/slime_bar;type=farmersdelight:cutting;output=2;choices=dungeonsdelight:slime_bar×1;container=NONE -> dungeonsdelight:slime_bar <- recipe=dungeonsdelight:slime_bar_from_shapeless;type=minecraft:crafting_shapeless;output=1;choices=farmersdelight:canvas×1 + minecraft:dried_kelp×1;container=NONE -> farmersdelight:canvas=4(猜想) -> minecraft:dried_kelp=3(猜想) -> minecraft:spider_eye=6(猜想) -> minecraft:amethyst_shard=18(猜想) -> minecraft:cookie=6(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"dungeonsdelight:wispy_rice_ball","dungeonsdelight:monster_cooking/wispy_rice_ball","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","data/dungeonsdelight/recipe/monster_cooking/wispy_rice_ball.json","MISSING_PRICE;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","dungeonsdelight:wispy_rice_ball","dungeonsdelight:wispy_rice_ball <- recipe=dungeonsdelight:monster_cooking/wispy_rice_ball;type=dungeonsdelight:monster_cooking;output=1;choices=dungeonsdelight:slime_bar×1 + farmersdelight:rice×1;container=NONE -> dungeonsdelight:slime_bar <- recipe=dungeonsdelight:slime_bar_from_shapeless;type=minecraft:crafting_shapeless;output=1;choices=farmersdelight:canvas×1 + minecraft:dried_kelp×1;container=NONE -> farmersdelight:canvas=4(猜想) -> minecraft:dried_kelp=3(猜想) -> farmersdelight:rice=5(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"minecraft:bread","mynethersdelight:bread_from_smelting","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/bread_from_smelting.json","PROBABILISTIC_OUTPUT_REVIEW;MISSING_PRICE;ZERO_COST;ALTERNATIVE_PROBABILISTIC_OUTPUT_REVIEW;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST","minecraft:bread","minecraft:bread <- recipe=mynethersdelight:bread_from_smelting;type=minecraft:smelting;output=1;choices=mynethersdelight:ghast_dough×1;container=NONE -> mynethersdelight:ghast_dough <- recipe=mynethersdelight:crafting/ghast_dough;type=minecraft:crafting_shapeless;output=2;choices=#c:eggs×1 + mynethersdelight:ghasmati×1 + mynethersdelight:ghasmati×1 + #c:eggs×1;container=NONE -> #c:eggs=5(已定义) -> mynethersdelight:ghasmati <- recipe=mynethersdelight:cutting/ghasmati;type=farmersdelight:cutting;output=1;choices=;container=NONE -> mynethersdelight:ghasmati <- recipe=mynethersdelight:cutting/ghasmati;type=farmersdelight:cutting;output=1;choices=;container=NONE -> #c:eggs=5(已定义)","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:bacon-wrapped_sausage_on_a_stick","mynethersdelight:crafting/bacon_wrapped_sausage_stick","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/crafting/bacon_wrapped_sausage_stick.json","MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","mynethersdelight:bacon-wrapped_sausage_on_a_stick","mynethersdelight:bacon-wrapped_sausage_on_a_stick <- recipe=mynethersdelight:crafting/bacon_wrapped_sausage_stick;type=minecraft:crafting_shapeless;output=1;choices=mynethersdelight:roasted_sausage×1 + farmersdelight:cooked_bacon×1 + minecraft:stick×1;container=NONE -> mynethersdelight:roasted_sausage <- recipe=mynethersdelight:hoglin_sausage_cooking;type=minecraft:smelting;output=1;choices=mynethersdelight:hoglin_sausage×1;container=NONE -> mynethersdelight:hoglin_sausage <- recipe=mynethersdelight:cutting/hoglin_sausage;type=farmersdelight:cutting;output=2;choices=;container=NONE -> farmersdelight:cooked_bacon=10(猜想) -> minecraft:stick <- recipe=mynethersdelight:cutting/stick_bamboo;type=farmersdelight:cutting;output=1;choices=minecraft:bamboo×1;container=NONE -> minecraft:bamboo=2(已定义)","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:bleeding_tartar","mynethersdelight:crafting/bleeding_tartar","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/crafting/bleeding_tartar.json","CO_PRODUCT_ALLOCATION_REVIEW;PROBABILISTIC_OUTPUT_REVIEW;MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_CO_PRODUCT_ALLOCATION_REVIEW;ALTERNATIVE_PROBABILISTIC_OUTPUT_REVIEW;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","mynethersdelight:bleeding_tartar","mynethersdelight:bleeding_tartar <- recipe=mynethersdelight:crafting/bleeding_tartar;type=minecraft:crafting_shapeless;output=1;choices=mynethersdelight:minced_strider×1 + mynethersdelight:minced_strider×1 + #c:eggs×1 + minecraft:bowl×1;container=NONE -> mynethersdelight:minced_strider <- recipe=mynethersdelight:cutting/minced_strider;type=farmersdelight:cutting;output=2;choices=;container=NONE -> mynethersdelight:minced_strider <- recipe=mynethersdelight:cutting/minced_strider;type=farmersdelight:cutting;output=2;choices=;container=NONE -> #c:eggs=5(已定义) -> minecraft:bowl=2(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:blue_tenderloin_steak","mynethersdelight:crafting/blue_tenderloin_steak","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/crafting/blue_tenderloin_steak.json","MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;MIXED_BUFF_REVIEW","mynethersdelight:blue_tenderloin_steak","mynethersdelight:blue_tenderloin_steak <- recipe=mynethersdelight:crafting/blue_tenderloin_steak;type=minecraft:crafting_shapeless;output=1;choices=mynethersdelight:cooked_loin×1 + minecraft:warped_fungus×1 + farmersdelight:straw×1 + minecraft:bowl×1;container=NONE -> mynethersdelight:cooked_loin <- recipe=mynethersdelight:hoglin_loin_cooking;type=minecraft:smelting;output=1;choices=;container=NONE -> minecraft:warped_fungus=8(猜想) -> farmersdelight:straw=2(猜想) -> minecraft:bowl=2(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:boiled_egg","mynethersdelight:boiled_egg_cooking","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/boiled_egg_cooking.json","TAG_PRICE_MISSING;ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_ZERO_COST","mynethersdelight:boiled_egg","mynethersdelight:boiled_egg <- recipe=mynethersdelight:boiled_egg_cooking;type=minecraft:smelting;output=1;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:breakfast_sampler","mynethersdelight:crafting/breakfast_sampler","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/crafting/breakfast_sampler.json","MISSING_PRICE;ZERO_COST;CO_PRODUCT_ALLOCATION_REVIEW;PROBABILISTIC_OUTPUT_REVIEW;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_CO_PRODUCT_ALLOCATION_REVIEW;ALTERNATIVE_PROBABILISTIC_OUTPUT_REVIEW;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","mynethersdelight:breakfast_sampler","mynethersdelight:breakfast_sampler <- recipe=mynethersdelight:crafting/breakfast_sampler;type=minecraft:crafting_shapeless;output=1;choices=mynethersdelight:roasted_sausage×1 + mynethersdelight:roasted_sausage×1 + mynethersdelight:strider_egg×1 + #c:foods/cooked_egg×1 + #c:foods/cooked_egg×1 + #c:foods/bread×1 + minecraft:bowl×1;container=NONE -> mynethersdelight:roasted_sausage <- recipe=mynethersdelight:hoglin_sausage_cooking;type=minecraft:smelting;output=1;choices=mynethersdelight:hoglin_sausage×1;container=NONE -> mynethersdelight:hoglin_sausage <- recipe=mynethersdelight:cutting/hoglin_sausage;type=farmersdelight:cutting;output=2;choices=;container=NONE -> mynethersdelight:roasted_sausage <- recipe=mynethersdelight:hoglin_sausage_cooking;type=minecraft:smelting;output=1;choices=mynethersdelight:hoglin_sausage×1;container=NONE -> mynethersdelight:hoglin_sausage <- recipe=mynethersdelight:cutting/hoglin_sausage;type=farmersdelight:cutting;output=2;choices=;container=NONE -> mynethersdelight:strider_egg <- recipe=mynethersdelight:cutting/strider_egg;type=farmersdelight:cutting;output=1;choices=;container=NONE -> #c:foods/cooked_egg=8(缺省猜想) -> #c:foods/cooked_egg=8(缺省猜想) -> #c:foods/bread=12(猜想) -> minecraft:bowl=2(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:burnt_roll","mynethersdelight:cooking/burn_roll","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/cooking/burn_roll.json","PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;猜想锚点:minecraft:magma_cream=33(人工定价(PROVISIONAL):配方派生(粘液球+烈焰粉))|#c:foods/raw_meat=12(缺省猜想)","mynethersdelight:burnt_roll","mynethersdelight:burnt_roll <- recipe=mynethersdelight:cooking/burn_roll;type=farmersdelight:cooking;output=2;choices=minecraft:magma_cream×1 + minecraft:magma_cream×1 + #c:foods/raw_meat×1;container=NONE -> minecraft:magma_cream=33(人工定价(PROVISIONAL):配方派生(粘液球+烈焰粉)) -> minecraft:magma_cream=33(人工定价(PROVISIONAL):配方派生(粘液球+烈焰粉)) -> #c:foods/raw_meat=12(缺省猜想)","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:chilidog","farmersrespite:chilidog_alt","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/farmersrespite/recipe/chilidog_alt.json","MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_CO_PRODUCT_ALLOCATION_REVIEW;ALTERNATIVE_PROBABILISTIC_OUTPUT_REVIEW;ALTERNATIVE_PRICE_SOURCE_REVIEW;UNKNOWN_BUFF","mynethersdelight:chilidog","mynethersdelight:chilidog <- recipe=farmersrespite:chilidog_alt;type=minecraft:crafting_shapeless;output=2;choices=mynethersdelight:hotdog×1 + mynethersdelight:hotdog×1;container=NONE -> mynethersdelight:hotdog <- recipe=mynethersdelight:crafting/hotdog;type=minecraft:crafting_shapeless;output=1;choices=mynethersdelight:roasted_sausage×1 + #c:foods/bread×1;container=NONE -> mynethersdelight:roasted_sausage <- recipe=mynethersdelight:hoglin_sausage_cooking;type=minecraft:smelting;output=1;choices=mynethersdelight:hoglin_sausage×1;container=NONE -> mynethersdelight:hoglin_sausage <- recipe=mynethersdelight:cutting/hoglin_sausage;type=farmersdelight:cutting;output=2;choices=;container=NONE -> #c:foods/bread=12(猜想) -> mynethersdelight:hotdog <- recipe=mynethersdelight:crafting/hotdog;type=minecraft:crafting_shapeless;output=1;choices=mynethersdelight:roasted_sausage×1 + #c:foods/bread×1;container=NONE -> mynethersdelight:roasted_sausage <- recipe=mynethersdelight:hoglin_sausage_cooking;type=minecraft:smelting;output=1;choices=mynethersdelight:hoglin_sausage×1;container=NONE -> mynethersdelight:hoglin_sausage <- recipe=mynethersdelight:cutting/hoglin_sausage;type=farmersdelight:cutting;output=2;choices=;container=NONE -> #c:foods/bread=12(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:cooked_loin","mynethersdelight:hoglin_loin_cooking","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/hoglin_loin_cooking.json","MISSING_PRICE;ZERO_COST;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST","mynethersdelight:cooked_loin","mynethersdelight:cooked_loin <- recipe=mynethersdelight:hoglin_loin_cooking;type=minecraft:smelting;output=1;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:crimson_stroganoff","mynethersdelight:cooking/crimson_stroganoff","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/cooking/crimson_stroganoff.json","CO_PRODUCT_ALLOCATION_REVIEW;PROBABILISTIC_OUTPUT_REVIEW;MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_CO_PRODUCT_ALLOCATION_REVIEW;ALTERNATIVE_PROBABILISTIC_OUTPUT_REVIEW;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","mynethersdelight:crimson_stroganoff","mynethersdelight:crimson_stroganoff <- recipe=mynethersdelight:cooking/crimson_stroganoff;type=farmersdelight:cooking;output=1;choices=mynethersdelight:minced_strider×1 + minecraft:crimson_fungus×1 + minecraft:crimson_fungus×1 + #c:drinks/milk×1 + #c:foods/pasta×1;container=NONE -> mynethersdelight:minced_strider <- recipe=mynethersdelight:cutting/minced_strider;type=farmersdelight:cutting;output=2;choices=;container=NONE -> minecraft:crimson_fungus=8(猜想) -> minecraft:crimson_fungus=8(猜想) -> #c:drinks/milk=6(猜想) -> #c:foods/pasta=8(缺省猜想)","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:deviled_egg","mynethersdelight:cooking/deviled_egg","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/cooking/deviled_egg.json","TAG_PRICE_MISSING;MISSING_PRICE;ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST","mynethersdelight:deviled_egg","mynethersdelight:deviled_egg <- recipe=mynethersdelight:cooking/deviled_egg;type=farmersdelight:cooking;output=2;choices=mynethersdelight:hoglin_sausage×1;container=NONE -> mynethersdelight:hoglin_sausage <- recipe=mynethersdelight:cutting/hoglin_sausage;type=farmersdelight:cutting;output=2;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
