配方ID,产物,数量,机器,原料,附加参数
stir_fried_pork_with_peppers_rice_bowl,青椒炒肉盖饭(kaleidoscope_cookery:stir_fried_pork_with_peppers_rice_bowl),1,盖饭(饭碗:菜+米饭),青椒炒肉(kaleidoscope_cookery:stir_fried_pork_with_peppers),
stockpot,汤锅(kaleidoscope_cookery:stockpot),1,工作台,红砖(minecraft:brick)×2 + 铁锭(#c:ingots/iron)×5,
stockpot_beef_meatball_soup,牛丸汤(kaleidoscope_cookery:beef_meatball_soup),1,"汤锅(加汤底/食材,盖盖煮制)",生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生菜(#c:crops/lettuce) + 生菜(#c:crops/lettuce) + 生菜(#c:crops/lettuce),
stockpot_beef_noodle,牛肉面(kaleidoscope_cookery:beef_noodle),1,"汤锅(加汤底/食材,盖盖煮制)",生牛肉(#c:foods/raw_beef) + 生牛肉(#c:foods/raw_beef) + 生牛肉(#c:foods/raw_beef) + 生牛肉(#c:foods/raw_beef) + 生面条(kaleidoscope_cookery:raw_noodles) + 生面条(kaleidoscope_cookery:raw_noodles) + 生面条(kaleidoscope_cookery:raw_noodles),
stockpot_borscht,罗宋汤(kaleidoscope_cookery:borscht),1,"汤锅(加汤底/食材,盖盖煮制)",生牛肉(#c:foods/raw_beef) + 生牛肉(#c:foods/raw_beef) + 番茄(#c:crops/tomato) + 番茄(#c:crops/tomato) + 番茄(#c:crops/tomato) + 番茄(#c:crops/tomato),
stockpot_braised_beef_with_potatoes,土豆炖牛肉(kaleidoscope_cookery:braised_beef_with_potatoes),1,"汤锅(加汤底/食材,盖盖煮制)",马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 生牛肉(#c:foods/raw_beef) + 生牛肉(#c:foods/raw_beef),
stockpot_brown_mushroom_pot_soup,棕蘑菇瓦罐汤(kaleidoscope_cookery:brown_mushroom_pot_soup),1,"汤锅(加汤底/食材,盖盖煮制)",棕色蘑菇(minecraft:brown_mushroom) + 棕色蘑菇(minecraft:brown_mushroom) + 棕色蘑菇(minecraft:brown_mushroom) + 棕色蘑菇(minecraft:brown_mushroom) + 棕色蘑菇(minecraft:brown_mushroom) + 棕色蘑菇(minecraft:brown_mushroom),载体:花盆(minecraft:flower_pot)
stockpot_buddha_jumps_over_the_wall,佛跳墙(kaleidoscope_cookery:buddha_jumps_over_the_wall),1,"汤锅(加汤底/食材,盖盖煮制)",蛋(#c:eggs) + 蛋(#c:eggs) + 幻翼膜(minecraft:phantom_membrane) + 幻翼膜(minecraft:phantom_membrane) + 生菜(#c:crops/lettuce) + 生菜(#c:crops/lettuce) + 生菜(#c:crops/lettuce) + 生菜(#c:crops/lettuce),载体:花盆(minecraft:flower_pot)
stockpot_chicken_and_mushroom_stew,小鸡炖蘑菇(kaleidoscope_cookery:chicken_and_mushroom_stew),1,"汤锅(加汤底/食材,盖盖煮制)",生鸡肉(#c:foods/raw_chicken) + 生鸡肉(#c:foods/raw_chicken) + 蘑菇(#c:mushrooms) + 蘑菇(#c:mushrooms) + 蘑菇(#c:mushrooms),
stockpot_crimson_fungus_pot_soup,绯红菌瓦罐汤(kaleidoscope_cookery:crimson_fungus_pot_soup),1,"汤锅(加汤底/食材,盖盖煮制)",绯红菌(minecraft:crimson_fungus) + 绯红菌(minecraft:crimson_fungus) + 绯红菌(minecraft:crimson_fungus) + 绯红菌(minecraft:crimson_fungus) + 绯红菌(minecraft:crimson_fungus) + 绯红菌(minecraft:crimson_fungus),载体:花盆(minecraft:flower_pot)
stockpot_dough_drop_soup,疙瘩汤(kaleidoscope_cookery:dough_drop_soup),1,"汤锅(加汤底/食材,盖盖煮制)",生菜(#c:crops/lettuce) + 生菜(#c:crops/lettuce) + 生菜(#c:crops/lettuce) + 生菜(#c:crops/lettuce) + 面粉(#c:flour) + 面粉(#c:flour),
stockpot_dumpling_count_1,饺子(kaleidoscope_cookery:dumpling),1,"汤锅(加汤底/食材,盖盖煮制)",裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
stockpot_dumpling_count_2,饺子(kaleidoscope_cookery:dumpling),2,"汤锅(加汤底/食材,盖盖煮制)",裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
stockpot_dumpling_count_3,饺子(kaleidoscope_cookery:dumpling),3,"汤锅(加汤底/食材,盖盖煮制)",裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
stockpot_dumpling_count_4,饺子(kaleidoscope_cookery:dumpling),4,"汤锅(加汤底/食材,盖盖煮制)",裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
stockpot_dumpling_count_5,饺子(kaleidoscope_cookery:dumpling),5,"汤锅(加汤底/食材,盖盖煮制)",裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
stockpot_dumpling_count_6,饺子(kaleidoscope_cookery:dumpling),6,"汤锅(加汤底/食材,盖盖煮制)",裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
stockpot_dumpling_count_7,饺子(kaleidoscope_cookery:dumpling),7,"汤锅(加汤底/食材,盖盖煮制)",裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
stockpot_dumpling_count_8,饺子(kaleidoscope_cookery:dumpling),8,"汤锅(加汤底/食材,盖盖煮制)",裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
stockpot_dumpling_count_9,饺子(kaleidoscope_cookery:dumpling),9,"汤锅(加汤底/食材,盖盖煮制)",裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
stockpot_fearsome_thick_soup,恐惧浓汤(kaleidoscope_cookery:fearsome_thick_soup),1,"汤锅(加汤底/食材,盖盖煮制)",腐肉(minecraft:rotten_flesh) + 腐肉(minecraft:rotten_flesh) + 腐肉(minecraft:rotten_flesh) + 腐肉(minecraft:rotten_flesh) + 幽匿块(minecraft:sculk) + 幽匿块(minecraft:sculk) + 幽匿块(minecraft:sculk) + 幽匿块(minecraft:sculk) + 幽匿块(minecraft:sculk),
stockpot_four_joy_meatball_soup,四喜丸子汤(kaleidoscope_cookery:four_joy_meatball_soup),1,"汤锅(加汤底/食材,盖盖煮制)",生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball) + 生丸子(kaleidoscope_cookery:raw_meatball),
stockpot_hot_dry_noodles,热干面(kaleidoscope_cookery:hot_dry_noodles),1,"汤锅(加汤底/食材,盖盖煮制)",生面条(kaleidoscope_cookery:raw_noodles) + 生面条(kaleidoscope_cookery:raw_noodles) + 生面条(kaleidoscope_cookery:raw_noodles) + 辣椒(#c:crops/chilipepper) + 辣椒(#c:crops/chilipepper) + 辣椒(#c:crops/chilipepper),
stockpot_hui_noodle,羊肉烩面(kaleidoscope_cookery:hui_noodle),1,"汤锅(加汤底/食材,盖盖煮制)",生羊肉(#c:foods/raw_mutton) + 生羊肉(#c:foods/raw_mutton) + 生羊肉(#c:foods/raw_mutton) + 生羊肉(#c:foods/raw_mutton) + 生面条(kaleidoscope_cookery:raw_noodles) + 生面条(kaleidoscope_cookery:raw_noodles) + 生面条(kaleidoscope_cookery:raw_noodles),
stockpot_laba_congee,腊八粥(kaleidoscope_cookery:laba_congee),1,"汤锅(加汤底/食材,盖盖煮制)",种子(#c:seeds) + 种子(#c:seeds) + 种子(#c:seeds) + 种子(#c:seeds) + 种子(#c:seeds) + 种子(#c:seeds) + 糖(minecraft:sugar) + 糖(minecraft:sugar) + 糖(minecraft:sugar),
stockpot_lamb_and_radish_soup,萝卜羊肉汤(kaleidoscope_cookery:lamb_and_radish_soup),1,"汤锅(加汤底/食材,盖盖煮制)",胡萝卜(minecraft:carrot) + 胡萝卜(minecraft:carrot) + 胡萝卜(minecraft:carrot) + 生羊肉(#c:foods/raw_mutton) + 生羊肉(#c:foods/raw_mutton),
stockpot_numbing_spicy_chicken,椒麻鸡(kaleidoscope_cookery:numbing_spicy_chicken),1,"汤锅(加汤底/食材,盖盖煮制)",辣椒(#c:crops/chilipepper) + 辣椒(#c:crops/chilipepper) + 生鸡肉(#c:foods/raw_chicken) + 生鸡肉(#c:foods/raw_chicken) + 生鸡肉(#c:foods/raw_chicken),
stockpot_pork_bone_soup,大骨汤(kaleidoscope_cookery:pork_bone_soup),1,"汤锅(加汤底/食材,盖盖煮制)",骨头(minecraft:bone) + 骨头(minecraft:bone) + 骨头(minecraft:bone) + 骨头(minecraft:bone) + 骨头(minecraft:bone) + 骨头(minecraft:bone) + 骨头(minecraft:bone),
stockpot_pufferfish_soup,河豚汤(kaleidoscope_cookery:pufferfish_soup),1,"汤锅(加汤底/食材,盖盖煮制)",河豚(minecraft:pufferfish) + 河豚(minecraft:pufferfish) + 生菜(#c:crops/lettuce) + 生菜(#c:crops/lettuce) + 生菜(#c:crops/lettuce),
stockpot_pufferfish_soup_entity,河豚汤(kaleidoscope_cookery:pufferfish_soup),1,"汤锅(加汤底/食材,盖盖煮制)",生菜(#c:crops/lettuce) + 生菜(#c:crops/lettuce) + 生菜(#c:crops/lettuce),
stockpot_red_mushroom_pot_soup,红蘑菇瓦罐汤(kaleidoscope_cookery:red_mushroom_pot_soup),1,"汤锅(加汤底/食材,盖盖煮制)",红色蘑菇(minecraft:red_mushroom) + 红色蘑菇(minecraft:red_mushroom) + 红色蘑菇(minecraft:red_mushroom) + 红色蘑菇(minecraft:red_mushroom) + 红色蘑菇(minecraft:red_mushroom) + 红色蘑菇(minecraft:red_mushroom),载体:花盆(minecraft:flower_pot)
stockpot_rice_1,米饭(kaleidoscope_cookery:cooked_rice),1,"汤锅(加汤底/食材,盖盖煮制)",稻米(#c:grain/rice),100 刻
stockpot_rice_2,米饭(kaleidoscope_cookery:cooked_rice),2,"汤锅(加汤底/食材,盖盖煮制)",稻米(#c:grain/rice) + 稻米(#c:grain/rice),200 刻
stockpot_rice_3,米饭(kaleidoscope_cookery:cooked_rice),3,"汤锅(加汤底/食材,盖盖煮制)",稻米(#c:grain/rice) + 稻米(#c:grain/rice) + 稻米(#c:grain/rice),
stockpot_rice_4,米饭(kaleidoscope_cookery:cooked_rice),4,"汤锅(加汤底/食材,盖盖煮制)",稻米(#c:grain/rice) + 稻米(#c:grain/rice) + 稻米(#c:grain/rice) + 稻米(#c:grain/rice),400 刻
stockpot_rice_5,米饭(kaleidoscope_cookery:cooked_rice),5,"汤锅(加汤底/食材,盖盖煮制)",稻米(#c:grain/rice) + 稻米(#c:grain/rice) + 稻米(#c:grain/rice) + 稻米(#c:grain/rice) + 稻米(#c:grain/rice),500 刻
stockpot_rice_6,米饭(kaleidoscope_cookery:cooked_rice),6,"汤锅(加汤底/食材,盖盖煮制)",稻米(#c:grain/rice) + 稻米(#c:grain/rice) + 稻米(#c:grain/rice) + 稻米(#c:grain/rice) + 稻米(#c:grain/rice) + 稻米(#c:grain/rice),600 刻
stockpot_rice_7,米饭(kaleidoscope_cookery:cooked_rice),7,"汤锅(加汤底/食材,盖盖煮制)",稻米(#c:grain/rice) + 稻米(#c:grain/rice) + 稻米(#c:grain/rice) + 稻米(#c:grain/rice) + 稻米(#c:grain/rice) + 稻米(#c:grain/rice) + 稻米(#c:grain/rice),700 刻
stockpot_rice_8,米饭(kaleidoscope_cookery:cooked_rice),8,"汤锅(加汤底/食材,盖盖煮制)",稻米(#c:grain/rice) + 稻米(#c:grain/rice) + 稻米(#c:grain/rice) + 稻米(#c:grain/rice) + 稻米(#c:grain/rice) + 稻米(#c:grain/rice) + 稻米(#c:grain/rice) + 稻米(#c:grain/rice),800 刻
stockpot_rice_9,米饭(kaleidoscope_cookery:cooked_rice),9,"汤锅(加汤底/食材,盖盖煮制)",稻米(#c:grain/rice) + 稻米(#c:grain/rice) + 稻米(#c:grain/rice) + 稻米(#c:grain/rice) + 稻米(#c:grain/rice) + 稻米(#c:grain/rice) + 稻米(#c:grain/rice) + 稻米(#c:grain/rice) + 稻米(#c:grain/rice),900 刻
stockpot_seafood_miso_soup,海鲜味噌汤(kaleidoscope_cookery:seafood_miso_soup),1,"汤锅(加汤底/食材,盖盖煮制)",生鱼(#c:raw_fishes) + 生鱼(#c:raw_fishes) + 生菜(#c:crops/lettuce) + 生菜(#c:crops/lettuce) + 生菜(#c:crops/lettuce),
stockpot_seafood_miso_soup_cod_entity,海鲜味噌汤(kaleidoscope_cookery:seafood_miso_soup),1,"汤锅(加汤底/食材,盖盖煮制)",生菜(#c:crops/lettuce) + 生菜(#c:crops/lettuce) + 生菜(#c:crops/lettuce),
stockpot_seafood_miso_soup_salmon_entity,海鲜味噌汤(kaleidoscope_cookery:seafood_miso_soup),1,"汤锅(加汤底/食材,盖盖煮制)",生菜(#c:crops/lettuce) + 生菜(#c:crops/lettuce) + 生菜(#c:crops/lettuce),
stockpot_seafood_miso_soup_tropical_entity,海鲜味噌汤(kaleidoscope_cookery:seafood_miso_soup),1,"汤锅(加汤底/食材,盖盖煮制)",生菜(#c:crops/lettuce) + 生菜(#c:crops/lettuce) + 生菜(#c:crops/lettuce),
stockpot_shengjian_mantou_count_1,水煎包(kaleidoscope_cookery:shengjian_mantou),1,"汤锅(加汤底/食材,盖盖煮制)",裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
stockpot_shengjian_mantou_count_2,水煎包(kaleidoscope_cookery:shengjian_mantou),2,"汤锅(加汤底/食材,盖盖煮制)",裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
stockpot_shengjian_mantou_count_3,水煎包(kaleidoscope_cookery:shengjian_mantou),3,"汤锅(加汤底/食材,盖盖煮制)",裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
stockpot_shengjian_mantou_count_4,水煎包(kaleidoscope_cookery:shengjian_mantou),4,"汤锅(加汤底/食材,盖盖煮制)",裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
stockpot_shengjian_mantou_count_5,水煎包(kaleidoscope_cookery:shengjian_mantou),5,"汤锅(加汤底/食材,盖盖煮制)",裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
stockpot_shengjian_mantou_count_6,水煎包(kaleidoscope_cookery:shengjian_mantou),6,"汤锅(加汤底/食材,盖盖煮制)",裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
stockpot_shengjian_mantou_count_7,水煎包(kaleidoscope_cookery:shengjian_mantou),7,"汤锅(加汤底/食材,盖盖煮制)",裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
stockpot_shengjian_mantou_count_8,水煎包(kaleidoscope_cookery:shengjian_mantou),8,"汤锅(加汤底/食材,盖盖煮制)",裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
stockpot_shengjian_mantou_count_9,水煎包(kaleidoscope_cookery:shengjian_mantou),9,"汤锅(加汤底/食材,盖盖煮制)",裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
stockpot_spicy_blood_stew,毛血旺(kaleidoscope_cookery:spicy_blood_stew),1,"汤锅(加汤底/食材,盖盖煮制)",生猪排(#c:foods/raw_pork) + 生猪排(#c:foods/raw_pork) + 生猪排(#c:foods/raw_pork) + 生猪排(#c:foods/raw_pork) + 辣椒(#c:crops/chilipepper) + 辣椒(#c:crops/chilipepper) + 辣椒(#c:crops/chilipepper) + 辣椒(#c:crops/chilipepper) + 烈焰粉(minecraft:blaze_powder),
stockpot_udon_noodle,乌冬面(kaleidoscope_cookery:udon_noodle),1,"汤锅(加汤底/食材,盖盖煮制)",生菜(#c:crops/lettuce) + 生菜(#c:crops/lettuce) + 蛋(#c:eggs) + 蛋(#c:eggs) + 生面条(kaleidoscope_cookery:raw_noodles) + 生面条(kaleidoscope_cookery:raw_noodles) + 生面条(kaleidoscope_cookery:raw_noodles),
stockpot_warped_fungus_pot_soup,诡异菌瓦罐汤(kaleidoscope_cookery:warped_fungus_pot_soup),1,"汤锅(加汤底/食材,盖盖煮制)",诡异菌(minecraft:warped_fungus) + 诡异菌(minecraft:warped_fungus) + 诡异菌(minecraft:warped_fungus) + 诡异菌(minecraft:warped_fungus) + 诡异菌(minecraft:warped_fungus) + 诡异菌(minecraft:warped_fungus),载体:花盆(minecraft:flower_pot)
stockpot_wild_mushroom_rabbit_soup,野菌兔肉汤(kaleidoscope_cookery:wild_mushroom_rabbit_soup),1,"汤锅(加汤底/食材,盖盖煮制)",蘑菇(#c:mushrooms) + 蘑菇(#c:mushrooms) + 蘑菇(#c:mushrooms) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit),
stockpot_zongzi_count_1,熟粽子(kaleidoscope_cookery:zongzi),1,"汤锅(加汤底/食材,盖盖煮制)",生粽子(kaleidoscope_cookery:raw_zongzi),
stockpot_zongzi_count_2,熟粽子(kaleidoscope_cookery:zongzi),2,"汤锅(加汤底/食材,盖盖煮制)",生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi),
stockpot_zongzi_count_3,熟粽子(kaleidoscope_cookery:zongzi),3,"汤锅(加汤底/食材,盖盖煮制)",生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi),
stockpot_zongzi_count_4,熟粽子(kaleidoscope_cookery:zongzi),4,"汤锅(加汤底/食材,盖盖煮制)",生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi),
stockpot_zongzi_count_5,熟粽子(kaleidoscope_cookery:zongzi),5,"汤锅(加汤底/食材,盖盖煮制)",生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi),
stockpot_zongzi_count_6,熟粽子(kaleidoscope_cookery:zongzi),6,"汤锅(加汤底/食材,盖盖煮制)",生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi),
stockpot_zongzi_count_7,熟粽子(kaleidoscope_cookery:zongzi),7,"汤锅(加汤底/食材,盖盖煮制)",生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi),
stockpot_zongzi_count_8,熟粽子(kaleidoscope_cookery:zongzi),8,"汤锅(加汤底/食材,盖盖煮制)",生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi),
stockpot_zongzi_count_9,熟粽子(kaleidoscope_cookery:zongzi),9,"汤锅(加汤底/食材,盖盖煮制)",生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi) + 生粽子(kaleidoscope_cookery:raw_zongzi),
stockpot_lid,汤锅盖(kaleidoscope_cookery:stockpot_lid),1,工作台,红砖(minecraft:brick) + 铁锭(#c:ingots/iron)×3,
stove_campfire,炉灶(kaleidoscope_cookery:stove),1,工作台,圆石(#c:cobblestones)×8 + 营火(minecraft:campfire),
stove_soul_campfire,炉灶(kaleidoscope_cookery:stove),1,工作台,圆石(#c:cobblestones)×8 + 灵魂营火(minecraft:soul_campfire),
straw_block,稻草捆(kaleidoscope_cookery:straw_block),1,工作台,稻穗(kaleidoscope_cookery:rice_panicle)×9,
straw_hat,草帽(kaleidoscope_cookery:straw_hat),1,工作台,小麦(minecraft:wheat)×4 + 线(minecraft:string),
straw_hat_flower,缀花草帽(kaleidoscope_cookery:straw_hat_flower),1,工作台,花(#minecraft:flowers)×8 + 草帽(kaleidoscope_cookery:straw_hat),
strung_mushrooms,蘑菇串串(kaleidoscope_cookery:strung_mushrooms),1,工作台,棕色蘑菇(minecraft:brown_mushroom)×6,
stuffed_dough_food,裹馅面食(kaleidoscope_cookery:stuffed_dough_food),1,工作台,生肉(#c:raw_meats) + 蔬菜(#c:vegetables) + 面团(#c:dough),
stuffed_dough_food_steamer,蒸笼(kaleidoscope_cookery:steamer),1,工作台,蒸笼(kaleidoscope_cookery:steamer) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food) + 裹馅面食(kaleidoscope_cookery:stuffed_dough_food),
sweet_and_sour_pork_rice_bowl,糖醋里脊盖饭(kaleidoscope_cookery:sweet_and_sour_pork_rice_bowl),1,盖饭(饭碗:菜+米饭),糖醋里脊(kaleidoscope_cookery:sweet_and_sour_pork),
table_acacia,金合欢木餐桌(kaleidoscope_cookery:table_acacia),1,工作台,金合欢木台阶(minecraft:acacia_slab)×3 + 金合欢木栅栏(minecraft:acacia_fence)×2,
table_bamboo,竹餐桌(kaleidoscope_cookery:table_bamboo),1,工作台,竹台阶(minecraft:bamboo_slab)×3 + 竹块(minecraft:bamboo_block)×2,
table_birch,白桦木餐桌(kaleidoscope_cookery:table_birch),1,工作台,白桦木台阶(minecraft:birch_slab)×3 + 白桦木栅栏(minecraft:birch_fence)×2,
table_cherry,樱花木餐桌(kaleidoscope_cookery:table_cherry),1,工作台,樱花木台阶(minecraft:cherry_slab)×3 + 樱花木栅栏(minecraft:cherry_fence)×2,
table_crimson,绯红木餐桌(kaleidoscope_cookery:table_crimson),1,工作台,绯红木台阶(minecraft:crimson_slab)×3 + 绯红木栅栏(minecraft:crimson_fence)×2,
table_dark_oak,深色橡木餐桌(kaleidoscope_cookery:table_dark_oak),1,工作台,深色橡木台阶(minecraft:dark_oak_slab)×3 + 深色橡木栅栏(minecraft:dark_oak_fence)×2,
table_jungle,丛林木餐桌(kaleidoscope_cookery:table_jungle),1,工作台,丛林木台阶(minecraft:jungle_slab)×3 + 丛林木栅栏(minecraft:jungle_fence)×2,
table_mangrove,红树木餐桌(kaleidoscope_cookery:table_mangrove),1,工作台,红树木台阶(minecraft:mangrove_slab)×3 + 红树木栅栏(minecraft:mangrove_fence)×2,
table_oak,橡木餐桌(kaleidoscope_cookery:table_oak),1,工作台,橡木台阶(minecraft:oak_slab)×3 + 橡木栅栏(minecraft:oak_fence)×2,
