"配方 ID","产物序号","产物中文名","产物 ID","数量","是否可食用","饥饿值","饱食度","食用效果/BUFF"
"kaleidoscope_cookery:millstone/white_dye_from_white_tulip","1","白色染料","minecraft:white_dye","2","否","","",""
"farmersdelight:canvas","1","粗布","farmersdelight:canvas","1","否","","",""
"spawn:blasted_sandstone","1","荒砂岩","spawn:blasted_sandstone","1","否","","",""
"kaleidoscope_cookery:millstone/smooth_sandstone_from_sand","1","平滑砂岩","minecraft:smooth_sandstone","1","否","","",""
"kaleidoscope_cookery:cook_stool_crimson","1","绯红木厨娘凳","kaleidoscope_cookery:cook_stool_crimson","1","否","","",""
"spawn:cut_blasted_sandstone_slab_from_cut_blasted_sandstone_stonecutting","1","切制荒砂岩台阶","spawn:cut_blasted_sandstone_slab","2","否","","",""
"kaleidoscope_cookery:millstone/coal_from_deepslate_coal_ore","1","煤炭","minecraft:coal","3","否","","",""
"farmersdelight:chopping_board/add/cabbage_leaf","1","卷心菜叶","farmersdelight:cabbage_leaf","2","是","1","0.8",""
"spawn:reefstone_tiles_stonecutting","1","礁石瓦","spawn:reefstone_tiles","1","否","","",""
"farmersdelight:cutting/rice_panicle","1","稻米","kaleidoscope_cookery:rice","1","否","","",""
"kaleidoscope_cookery:flex_stockpot/seafood_miso_soup_tropical_entity","1","海鲜味噌汤","kaleidoscope_cookery:seafood_miso_soup","1","是","6","8.004","水下呼吸 9600tick 1级 概率1"
"kaleidoscope_cookery:millstone/raw_copper_from_copper_ore","1","粗铜","minecraft:raw_copper","5","否","","",""
"farmersdelight:cutting/pumpkin","1","南瓜片","farmersdelight:pumpkin_slice","4","是","3","1.8000001",""
"spawn:salvaging/rotten_furniture","1","腐木木板","spawn:rotten_planks","1","否","","",""
"kaleidoscope_cookery:pot/beef_to_cooked_beef_1","1","牛排","minecraft:cooked_beef","1","是","8","12.8",""
"farmersdelight:salvaging/saddle","1","皮革","minecraft:leather","2","否","","",""
"kaleidoscope_cookery:pot/beef_to_cooked_beef_7","1","牛排","minecraft:cooked_beef","7","是","8","12.8",""
"kaleidoscope_cookery:pot/beef_to_cooked_beef_6","1","牛排","minecraft:cooked_beef","6","是","8","12.8",""
"kaleidoscope_cookery:pot/beef_to_cooked_beef_9","1","牛排","minecraft:cooked_beef","9","是","8","12.8",""
"kaleidoscope_cookery:pot/beef_to_cooked_beef_8","1","牛排","minecraft:cooked_beef","8","是","8","12.8",""
"kaleidoscope_cookery:pot/beef_to_cooked_beef_3","1","牛排","minecraft:cooked_beef","3","是","8","12.8",""
"kaleidoscope_cookery:pot/beef_to_cooked_beef_2","1","牛排","minecraft:cooked_beef","2","是","8","12.8",""
"kaleidoscope_cookery:pot/beef_to_cooked_beef_5","1","牛排","minecraft:cooked_beef","5","是","8","12.8",""
"kaleidoscope_cookery:pot/beef_to_cooked_beef_4","1","牛排","minecraft:cooked_beef","4","是","8","12.8",""
"farmersdelight:integration/create/mixing/pie_crust_from_mixing","1","馅饼酥皮","farmersdelight:pie_crust","1","是","2","0.8",""
"spawn:date_fence","1","椰枣木栅栏","spawn:date_fence","3","否","","",""
"farmersdelight:rice","1","屏障","minecraft:barrier","1","否","","",""
"kaleidoscope_cookery:millstone/redstone_from_deepslate_redstone_ore","1","红石粉","minecraft:redstone","7","否","","",""
"kaleidoscope_cookery:kitchen_shovel","1","锅铲","kaleidoscope_cookery:kitchen_shovel","1","否","","",""
"spawn:octoduct","1","章鱼洞","spawn:octoduct","1","否","","",""
"farmersdelight:crimson_cabinet","1","绯红木橱柜","farmersdelight:crimson_cabinet","1","否","","",""
"farmersdelight:cutting/cooked_mutton","1","屏障","minecraft:barrier","1","否","","",""
"kaleidoscope_cookery:teapot/tieguanyin","1","铁观音","kaleidoscope_cookery:tieguanyin","1","否","","",""
"kaleidoscope_cookery:millstone/string_from_white_wool","1","线","minecraft:string","3","否","","",""
"farmersdelight:scaffolding_from_canvas","1","脚手架","minecraft:scaffolding","6","否","","",""
"kaleidoscope_cookery:chair_dark_oak","1","深色橡木椅子","kaleidoscope_cookery:chair_dark_oak","1","否","","",""
"ordertocook:chef_coin_5_from_20","1","5 oTc币","ordertocook:chef_coin_5","4","否","","",""
"spawn:date_hanging_sign","1","悬挂式椰枣木告示牌","spawn:date_hanging_sign","6","否","","",""
"kaleidoscope_cookery:raw_bamboo_tube_rice","1","生竹筒饭","kaleidoscope_cookery:raw_bamboo_tube_rice","1","否","","",""
"spawn:rotten_chest_boat","1","腐木运输船","spawn:rotten_chest_boat","1","否","","",""
"kaleidoscope_cookery:stockpot/buddha_jumps_over_the_wall","1","佛跳墙","kaleidoscope_cookery:buddha_jumps_over_the_wall","1","是","20","22","饱腹代偿 3600tick 1级 概率1"
"kaleidoscope_cookery:flex_stockpot/numbing_spicy_chicken","1","椒麻鸡","kaleidoscope_cookery:numbing_spicy_chicken","1","是","13","15.99","抗火 2400tick 1级 概率1"
"ordertocook:chef_coin_5_from_1","1","5 oTc币","ordertocook:chef_coin_5","1","否","","",""
"kaleidoscope_cookery:stuffed_dough_food","1","裹馅面食","kaleidoscope_cookery:stuffed_dough_food","1","否","","",""
"spawn:big_sea_pickle","1","大海泡菜","spawn:big_sea_pickle","1","否","","",""
"kaleidoscope_cookery:golden_salad","1","黄金沙拉","kaleidoscope_cookery:golden_salad","1","是","20","22","抗性提升 2000tick 1级 概率1；生命恢复 200tick 1级 概率1"
"kaleidoscope_cookery:flex_stockpot/udon_noodle","1","乌冬面","kaleidoscope_cookery:udon_noodle","1","是","14","18.004","生机 9600tick 1级 概率1"
"ordertocook:order_machine","1","打单机","ordertocook:order_machine","1","否","","",""
"spawn:snail_shell_tile_stairs_stonecutting","1","蜗牛壳瓦楼梯","spawn:snail_shell_tile_stairs","1","否","","",""
"farmersdelight:pumpkin_pie_from_slices","1","南瓜派","minecraft:pumpkin_pie","1","是","8","4.8",""
"kaleidoscope_cookery:millstone/string_from_brown_wool","1","线","minecraft:string","3","否","","",""
"kaleidoscope_cookery:millstone/orange_dye_from_orange_tulip","1","橙色染料","minecraft:orange_dye","2","否","","",""
"farmersdelight:cutting/white_tulip","1","淡灰色染料","minecraft:light_gray_dye","2","否","","",""
"kaleidoscope_cookery:flex_stockpot/spicy_blood_stew","1","毛血旺","kaleidoscope_cookery:spicy_blood_stew","1","是","13","15.99","抗火 1600tick 1级 概率1"
"kaleidoscope_cookery:stockpot/seafood_miso_soup","1","海鲜味噌汤","kaleidoscope_cookery:seafood_miso_soup","1","是","6","8.004","水下呼吸 9600tick 1级 概率1"
"farmersdelight:potato_crate","1","箱装马铃薯","farmersdelight:potato_crate","1","否","","",""
"kaleidoscope_cookery:berry_platter","1","浆果拼盘","kaleidoscope_cookery:berry_platter","1","否","","",""
"farmersdelight:cod_roll","1","鳕鱼寿司","farmersdelight:cod_roll","2","是","7","8.400001",""
"spawn:cooked_clam_from_campfire_cooking","1","熟蚌肉","spawn:cooked_clam","1","是","3","3",""
"kaleidoscope_cookery:flex_pot/crystal_lamb_chop","1","水晶羊排","kaleidoscope_cookery:crystal_lamb_chop","1","是","13","15.99","急迫 6000tick 2级 概率1"
"kaleidoscope_cookery:farmer_boots","1","农夫皮靴","kaleidoscope_cookery:farmer_boots","1","否","","",""
"spawn:blue_footed_boots","1","蓝脚靴","spawn:blue_footed_boots","1","否","","",""
"spawn:snail_shell_tile_slab_stonecutting","1","蜗牛壳瓦台阶","spawn:snail_shell_tile_slab","2","否","","",""
"kaleidoscope_cookery:pot","1","炒锅","kaleidoscope_cookery:pot","1","否","","",""
"farmersdelight:full_tatami_mat_from_halves","1","长榻榻米垫","farmersdelight:full_tatami_mat","1","否","","",""
"farmersdelight:beef_patty","1","牛肉饼","farmersdelight:beef_patty","1","是","4","6.4",""
"kaleidoscope_cookery:stockpot/lamb_and_radish_soup","1","萝卜羊肉汤","kaleidoscope_cookery:lamb_and_radish_soup","1","是","6","8.004","寒带疾行 6000tick 1级 概率1"
"spawn:heliostone_stairs_stonecutting","1","日光石楼梯","spawn:heliostone_stairs","1","否","","",""
"farmersdelight:salvaging/oak_chest_boat","1","橡木船","minecraft:oak_boat","1","否","","",""
"farmersdelight:tomato","1","番茄","kaleidoscope_cookery:tomato","9","是","2","2",""
"farmersdelight:dark_oak_cabinet","1","深色橡木橱柜","farmersdelight:dark_oak_cabinet","1","否","","",""
"spawn:rotten_slab","1","腐木台阶","spawn:rotten_slab","6","否","","",""
"kaleidoscope_cookery:millstone/green_dye_from_large_fern","1","绿色染料","minecraft:green_dye","3","否","","",""
"spawn:reefstone_stairs","1","礁石楼梯","spawn:reefstone_stairs","4","否","","",""
"farmersdelight:hamburger","1","汉堡包","farmersdelight:hamburger","1","是","11","17.6",""
"spawn:snail_shell_tile_stairs","1","蜗牛壳瓦楼梯","spawn:snail_shell_tile_stairs","4","否","","",""
"farmersdelight:cooking/vegetable_soup","1","蔬菜汤","farmersdelight:vegetable_soup","1","是","12","19.2","滋养 3600tick 1级 概率1"
"kaleidoscope_cookery:flex_stockpot/wild_mushroom_rabbit_soup","1","野菌兔肉汤","kaleidoscope_cookery:wild_mushroom_rabbit_soup","1","是","6","8.004","迅捷 9600tick 1级 概率1"
"kaleidoscope_cookery:millstone/red_dye_from_red_tulip","1","红色染料","minecraft:red_dye","2","否","","",""
"kaleidoscope_cookery:flex_stockpot/seafood_miso_soup_salmon_entity","1","海鲜味噌汤","kaleidoscope_cookery:seafood_miso_soup","1","是","6","8.004","水下呼吸 9600tick 1级 概率1"
"kaleidoscope_cookery:pot/porkchop_to_cooked_porkchop_1","1","熟猪排","minecraft:cooked_porkchop","1","是","8","12.8",""
"farmersdelight:pot/add/cooked_chicken_cuts","1","熟鸡肉丁","farmersdelight:cooked_chicken_cuts","1","是","3","3.6000001",""
"kaleidoscope_cookery:pot/porkchop_to_cooked_porkchop_9","1","熟猪排","minecraft:cooked_porkchop","9","是","8","12.8",""
"kaleidoscope_cookery:pot/porkchop_to_cooked_porkchop_8","1","熟猪排","minecraft:cooked_porkchop","8","是","8","12.8",""
"kaleidoscope_cookery:pot/porkchop_to_cooked_porkchop_7","1","熟猪排","minecraft:cooked_porkchop","7","是","8","12.8",""
"kaleidoscope_cookery:pot/porkchop_to_cooked_porkchop_6","1","熟猪排","minecraft:cooked_porkchop","6","是","8","12.8",""
"kaleidoscope_cookery:pot/porkchop_to_cooked_porkchop_5","1","熟猪排","minecraft:cooked_porkchop","5","是","8","12.8",""
"kaleidoscope_cookery:pot/porkchop_to_cooked_porkchop_4","1","熟猪排","minecraft:cooked_porkchop","4","是","8","12.8",""
"kaleidoscope_cookery:pot/porkchop_to_cooked_porkchop_3","1","熟猪排","minecraft:cooked_porkchop","3","是","8","12.8",""
"kaleidoscope_cookery:pot/porkchop_to_cooked_porkchop_2","1","熟猪排","minecraft:cooked_porkchop","2","是","8","12.8",""
"farmersdelight:cutting/cherry_log","1","去皮樱花原木","minecraft:stripped_cherry_log","1","否","","",""
"spawn:roasted_sunflower_seeds_from_smoking","1","烘焙向日葵种子","spawn:roasted_sunflower_seeds","1","是","3","1.2",""
"farmersdelight:cutting/wild_cabbages","1","卷心菜种子","farmersdelight:cabbage_seeds","1","否","","",""
"kaleidoscope_cookery:chopping_board/raw_cut_small_meats_from_chicken","1","生切制小肉","kaleidoscope_cookery:raw_cut_small_meats","2","是","2","1.2",""
"farmersdelight:gold_nugget_from_smelting_knife","1","金粒","minecraft:gold_nugget","1","否","","",""
"kaleidoscope_cookery:pot/egg_to_fried_egg_8","1","煎蛋","kaleidoscope_cookery:fried_egg","8","是","4","4",""
"kaleidoscope_cookery:pot/egg_to_fried_egg_7","1","煎蛋","kaleidoscope_cookery:fried_egg","7","是","4","4",""
"kaleidoscope_cookery:pot/egg_to_fried_egg_6","1","煎蛋","kaleidoscope_cookery:fried_egg","6","是","4","4",""
"kaleidoscope_cookery:pot/egg_to_fried_egg_5","1","煎蛋","kaleidoscope_cookery:fried_egg","5","是","4","4",""
"kaleidoscope_cookery:pot/egg_to_fried_egg_4","1","煎蛋","kaleidoscope_cookery:fried_egg","4","是","4","4",""
"kaleidoscope_cookery:pot/egg_to_fried_egg_3","1","煎蛋","kaleidoscope_cookery:fried_egg","3","是","4","4",""
"kaleidoscope_cookery:pot/egg_to_fried_egg_2","1","煎蛋","kaleidoscope_cookery:fried_egg","2","是","4","4",""
"kaleidoscope_cookery:pot/egg_to_fried_egg_1","1","煎蛋","kaleidoscope_cookery:fried_egg","1","是","4","4",""
"farmersdelight:cutting/ham","1","生猪排","minecraft:porkchop","2","是","3","1.8000001",""
"kaleidoscope_cookery:pot/egg_to_fried_egg_9","1","煎蛋","kaleidoscope_cookery:fried_egg","9","是","4","4",""
"kaleidoscope_cookery:stockpot/udon_noodle","1","乌冬面","kaleidoscope_cookery:udon_noodle","1","是","14","18.004","生机 9600tick 1级 概率1"
"kaleidoscope_cookery:pot/slime_ball_meal","1","黏液饭","kaleidoscope_cookery:slime_ball_meal","1","是","9","0","胀气 700tick 1级 概率1"
"farmersdelight:smoked_ham","1","烟熏火腿","farmersdelight:smoked_ham","1","是","10","16",""
"spawn:herring_roll","1","鲱鱼寿司","spawn:herring_roll","2","是","8","11.2",""
"spawn:date_door","1","椰枣木门","spawn:date_door","3","否","","",""
"farmersdelight:rope_fence_gate","1","绳栅栏门","farmersdelight:rope_fence_gate","1","否","","",""
"spawn:rotten_button","1","腐木按钮","spawn:rotten_button","1","否","","",""
"farmersdelight:cooking/apple_cider","1","苹果酒","farmersdelight:apple_cider","1","是","0","0","伤害吸收 1200tick 1级 概率1"
"farmersdelight:integration/create/mixing/cabbage_slice_from_mixing","1","卷心菜叶","farmersdelight:cabbage_leaf","2","是","1","0.8",""
"kaleidoscope_cookery:empty_cup","1","空茶杯","kaleidoscope_cookery:empty_cup","1","否","","",""
"farmersdelight:salvaging/acacia_furniture","1","金合欢木板","minecraft:acacia_planks","1","否","","",""
"kaleidoscope_cookery:stockpot/four_joy_meatball_soup","1","四喜丸子汤","kaleidoscope_cookery:four_joy_meatball_soup","1","是","13","15.99","温暖 1600tick 1级 概率1"
"farmersdelight:cutting/wither_rose","1","黑色染料","minecraft:black_dye","2","否","","",""
"farmersdelight:cutting/porkchop","1","生培根","farmersdelight:bacon","2","是","2","1.2",""
"kaleidoscope_cookery:cook_stool_bamboo","1","竹厨娘凳","kaleidoscope_cookery:cook_stool_bamboo","1","否","","",""
"kaleidoscope_cookery:millstone/quartz_from_chiseled_quartz_block","1","下界石英","minecraft:quartz","3","否","","",""
"farmersdelight:lime_hanging_canvas_sign","1","悬挂式黄绿色粗布告示牌","farmersdelight:lime_hanging_canvas_sign","1","否","","",""
"farmersdelight:pie_crust","1","馅饼酥皮","farmersdelight:pie_crust","1","是","2","0.8",""
"farmersdelight:cooked_chicken_cuts_from_campfire_cooking","1","熟鸡肉丁","farmersdelight:cooked_chicken_cuts","1","是","3","3.6000001",""
"farmersdelight:apple_pie","1","苹果派","farmersdelight:apple_pie","1","否","","",""
"farmersdelight:black_canvas_sign","1","黑色粗布告示牌","farmersdelight:black_canvas_sign","1","否","","",""
"ordertocook:plate_shelf","1","餐盘架","ordertocook:plate_shelf","1","否","","",""
"farmersdelight:purple_hanging_canvas_sign","1","悬挂式紫色粗布告示牌","farmersdelight:purple_hanging_canvas_sign","1","否","","",""
"farmersdelight:cooked_cod_slice_from_smoking","1","熟鳕鱼片","farmersdelight:cooked_cod_slice","1","是","3","3",""
"spawn:mucus","1","粘痕","spawn:mucus","9","否","","",""
"kaleidoscope_cookery:millstone/magenta_dye_from_allium","1","品红色染料","minecraft:magenta_dye","2","否","","",""
"farmersdelight:cooking/chicken_soup","1","鸡肉汤","farmersdelight:chicken_soup","1","是","12","19.2","滋养 3600tick 1级 概率1"
