"来源模组","配方 ID","配方中文译名（主产物）","配方序列化类型","合成机器/工序","产物中文名","产物 ID","产物数量","是否可食用","饥饿值","饱食度","食用效果/BUFF","经验值","烹饪时间(tick)","原料概览","备注"
"farmersdelight","farmersdelight:cooking/dumplings","饺子","farmersdelight:cooking","烹饪锅","饺子","farmersdelight:dumplings","2","是","8","12.8","","","","原料：#c:foods/dough；原料：#c:crops/cabbage；原料：#c:crops/onion；原料：{""type"":""neoforge:compound"",""children"":[{""tag"":""c:foods/raw_chicken""},{""tag"":""c:foods/raw_pork""},{""tag"":""c:foods/raw_beef""},{""item"":""minecraft:brown_mushroom""}]}",""
"kaleidoscope_cookery","kaleidoscope_cookery:millstone/string_from_black_wool","线","kaleidoscope_cookery:millstone","自定义工序（kaleidoscope_cookery:millstone）","线","minecraft:string","3","否","","","","","","原料：黑色羊毛 <minecraft:black_wool>",""
"spawn","spawn:sea_pickle_from_big_sea_pickle","海泡菜","minecraft:crafting_shaped","工作台（有序合成）","海泡菜","minecraft:sea_pickle","4","否","","","","","","[空原料或模组自定义参数]",""
"farmersdelight","farmersdelight:book_from_canvas","书","minecraft:crafting_shapeless","工作台（无序合成）","书","minecraft:book","1","否","","","","","","原料：纸 <minecraft:paper>；原料：纸 <minecraft:paper>；原料：纸 <minecraft:paper>；原料：粗布 <farmersdelight:canvas>",""
"spawn","spawn:reefstone_wall_from_reefstone_stonecutting","礁石墙","minecraft:stonecutting","自定义工序（minecraft:stonecutting）","礁石墙","spawn:reefstone_wall","1","否","","","","","","原料：礁石 <spawn:reefstone>",""
"spawn","spawn:cooked_tuna_slice_from_smoking","熟金枪鱼片","minecraft:smoking","烟熏炉","熟金枪鱼片","spawn:cooked_tuna_slice","1","是","4","4","","0.35","100","原料：金枪鱼片 <spawn:tuna_slice>",""
"kaleidoscope_cookery","kaleidoscope_cookery:millstone/green_dye_from_fern","绿色染料","kaleidoscope_cookery:millstone","自定义工序（kaleidoscope_cookery:millstone）","绿色染料","minecraft:green_dye","1","否","","","","","","原料：蕨 <minecraft:fern>",""
"farmersdelight","farmersdelight:red_hanging_canvas_sign","悬挂式红色粗布告示牌","minecraft:crafting_shapeless","工作台（无序合成）","悬挂式红色粗布告示牌","farmersdelight:red_hanging_canvas_sign","1","否","","","","","","原料：#farmersdelight:hanging_canvas_signs；原料：#c:dyes/red",""
"farmersdelight","farmersdelight:cutting/bamboo_basket","粗布","farmersdelight:cutting","切菜板","粗布","farmersdelight:canvas","1","否","","","","","","原料：竹篮 <farmersdelight:bamboo_basket>；工具：{""type"":""farmersdelight:item_ability"",""action"":""axe_dig""}；工具：#minecraft:axes",""
"kaleidoscope_cookery","kaleidoscope_cookery:chopping_board/cooked_cut_small_meats_from_rabbit","熟切制小肉","kaleidoscope_cookery:chopping_board","自定义工序（kaleidoscope_cookery:chopping_board）","熟切制小肉","kaleidoscope_cookery:cooked_cut_small_meats","2","是","4","6.4","","","","原料：熟兔肉 <minecraft:cooked_rabbit>",""
"farmersdelight","farmersdelight:organic_compost_from_rotten_flesh","有机堆肥","minecraft:crafting_shapeless","工作台（无序合成）","有机堆肥","farmersdelight:organic_compost","1","否","","","","","","原料：泥土 <minecraft:dirt>；原料：腐肉 <minecraft:rotten_flesh>；原料：腐肉 <minecraft:rotten_flesh>；原料：草秆 <farmersdelight:straw>；原料：草秆 <farmersdelight:straw>；原料：骨粉 <minecraft:bone_meal>；原料：骨粉 <minecraft:bone_meal>；原料：骨粉 <minecraft:bone_meal>；原料：骨粉 <minecraft:bone_meal>",""
"spawn","spawn:heliostone_slab","日光石台阶","minecraft:crafting_shaped","工作台（有序合成）","日光石台阶","spawn:heliostone_slab","6","否","","","","","","[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]",""
"spawn","spawn:date_sign","椰枣木告示牌","minecraft:crafting_shaped","工作台（有序合成）","椰枣木告示牌","spawn:date_sign","3","否","","","","","","[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]",""
"kaleidoscope_cookery","kaleidoscope_cookery:stockpot/red_mushroom_pot_soup","红蘑菇瓦罐汤","kaleidoscope_cookery:stockpot","万花筒汤锅","红蘑菇瓦罐汤","kaleidoscope_cookery:red_mushroom_pot_soup","1","是","18","24.012","温暖 6000tick 1级 概率1","","","原料：红色蘑菇 <minecraft:red_mushroom>；原料：红色蘑菇 <minecraft:red_mushroom>；原料：红色蘑菇 <minecraft:red_mushroom>；原料：红色蘑菇 <minecraft:red_mushroom>；原料：红色蘑菇 <minecraft:red_mushroom>；原料：红色蘑菇 <minecraft:red_mushroom>；容器/载体：花盆 <minecraft:flower_pot>",""
"spawn","spawn:heliostone_wall_stonecutting","日光石墙","minecraft:stonecutting","自定义工序（minecraft:stonecutting）","日光石墙","spawn:heliostone_wall","1","否","","","","","","原料：日光石 <spawn:heliostone>",""
"kaleidoscope_cookery","kaleidoscope_cookery:table_bamboo","竹餐桌","minecraft:crafting_shaped","工作台（有序合成）","竹餐桌","kaleidoscope_cookery:table_bamboo","1","否","","","","","","[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]",""
"kaleidoscope_cookery","kaleidoscope_cookery:teapot/sakura_fubuki","樱吹雪","kaleidoscope_cookery:teapot","自定义工序（kaleidoscope_cookery:teapot）","樱吹雪","kaleidoscope_cookery:sakura_fubuki","1","否","","","","","","原料：粉红色花簇 <minecraft:pink_petals>",""
"spawn","spawn:rotten_pressure_plate","腐木压力板","minecraft:crafting_shaped","工作台（有序合成）","腐木压力板","spawn:rotten_pressure_plate","1","否","","","","","","[空原料或模组自定义参数]；[空原料或模组自定义参数]",""
"kaleidoscope_cookery","kaleidoscope_cookery:cook_stool_mangrove","红树木厨娘凳","minecraft:crafting_shaped","工作台（有序合成）","红树木厨娘凳","kaleidoscope_cookery:cook_stool_mangrove","1","否","","","","","","[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]",""
"farmersdelight","farmersdelight:rope_fence","绳栅栏","minecraft:crafting_shaped","工作台（有序合成）","绳栅栏","farmersdelight:rope_fence","3","否","","","","","","[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]",""
"kaleidoscope_cookery","kaleidoscope_cookery:flex_pot/oil_splashed_fish","油泼鱼","kaleidoscope_cookery:flex_pot","自定义工序（kaleidoscope_cookery:flex_pot）","油泼鱼","kaleidoscope_cookery:oil_splashed_fish","1","是","13","15.99","温暖 1600tick 1级 概率1","","","原料：#c:raw_fishes；原料：#c:crops/chilipepper；容器/载体：碗 <minecraft:bowl>",""
"kaleidoscope_cookery","kaleidoscope_cookery:chopping_board/cooked_lamb_chops","熟羊排","kaleidoscope_cookery:chopping_board","自定义工序（kaleidoscope_cookery:chopping_board）","熟羊排","kaleidoscope_cookery:cooked_lamb_chops","2","是","3","4.8","","","","原料：熟羊肉 <minecraft:cooked_mutton>",""
"farmersdelight","farmersdelight:cutting/apple_pie","苹果派切片","farmersdelight:cutting","切菜板","苹果派切片","farmersdelight:apple_pie_slice","4","是","3","1.8000001","迅捷 600tick 1级 概率1","","","原料：苹果派 <farmersdelight:apple_pie>；工具：{""type"":""farmersdelight:item_ability"",""action"":""knife_dig""}；工具：#c:tools/knife",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/chorus_fried_egg","荷包紫颂烧","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","荷包紫颂烧","kaleidoscope_cookery:chorus_fried_egg","1","是","9","0","胀气 700tick 1级 概率1","","","原料：紫颂果 <minecraft:chorus_fruit>；原料：紫颂果 <minecraft:chorus_fruit>；原料：紫颂果 <minecraft:chorus_fruit>；原料：#c:eggs；原料：#c:eggs；原料：#c:eggs；容器/载体：碗 <minecraft:bowl>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_5","熟牛杂","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","熟牛杂","kaleidoscope_cookery:cooked_cow_offal","5","是","4","6.4","","","","原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>",""
"kaleidoscope_cookery","kaleidoscope_cookery:flex_pot/slime_ball_meal","黏液饭","kaleidoscope_cookery:flex_pot","自定义工序（kaleidoscope_cookery:flex_pot）","黏液饭","kaleidoscope_cookery:slime_ball_meal","1","是","9","0","胀气 700tick 1级 概率1","","","原料：黏液球 <minecraft:slime_ball>；容器/载体：碗 <minecraft:bowl>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_6","熟牛杂","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","熟牛杂","kaleidoscope_cookery:cooked_cow_offal","6","是","4","6.4","","","","原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_3","熟牛杂","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","熟牛杂","kaleidoscope_cookery:cooked_cow_offal","3","是","4","6.4","","","","原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_4","熟牛杂","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","熟牛杂","kaleidoscope_cookery:cooked_cow_offal","4","是","4","6.4","","","","原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_9","熟牛杂","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","熟牛杂","kaleidoscope_cookery:cooked_cow_offal","9","是","4","6.4","","","","原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_7","熟牛杂","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","熟牛杂","kaleidoscope_cookery:cooked_cow_offal","7","是","4","6.4","","","","原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_8","熟牛杂","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","熟牛杂","kaleidoscope_cookery:cooked_cow_offal","8","是","4","6.4","","","","原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_1","熟牛杂","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","熟牛杂","kaleidoscope_cookery:cooked_cow_offal","1","是","4","6.4","","","","原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_2","熟牛杂","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","熟牛杂","kaleidoscope_cookery:cooked_cow_offal","2","是","4","6.4","","","","原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>；原料：生牛杂 <kaleidoscope_cookery:raw_cow_offal>",""
"farmersdelight","farmersdelight:bacon_and_eggs","培根蛋","minecraft:crafting_shapeless","工作台（无序合成）","培根蛋","farmersdelight:bacon_and_eggs","1","是","10","12","滋养 1200tick 1级 概率1","","","原料：#c:foods/cooked_bacon；原料：#c:foods/cooked_bacon；原料：碗 <minecraft:bowl>；原料：#c:foods/cooked_egg；原料：#c:foods/cooked_egg",""
"kaleidoscope_cookery","kaleidoscope_cookery:millstone/smooth_stone_from_cobblestone","平滑石头","kaleidoscope_cookery:millstone","自定义工序（kaleidoscope_cookery:millstone）","平滑石头","minecraft:smooth_stone","1","否","","","","","","原料：圆石 <minecraft:cobblestone>",""
"kaleidoscope_cookery","kaleidoscope_cookery:stove_campfire","炉灶","minecraft:crafting_shaped","工作台（有序合成）","炉灶","kaleidoscope_cookery:stove","1","否","","","","","","[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]；[空原料或模组自定义参数]",""
"kaleidoscope_cookery","kaleidoscope_cookery:flex_pot/stuffed_tiger_skin_pepper","虎皮青椒酿肉","kaleidoscope_cookery:flex_pot","自定义工序（kaleidoscope_cookery:flex_pot）","虎皮青椒酿肉","kaleidoscope_cookery:stuffed_tiger_skin_pepper","1","是","13","15.99","温暖 1600tick 1级 概率1","","","原料：青辣椒 <kaleidoscope_cookery:green_chili>；原料：生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>；容器/载体：碗 <minecraft:bowl>",""
"kaleidoscope_cookery","kaleidoscope_cookery:pot/stir_fried_pork_with_peppers","青椒炒肉","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","青椒炒肉","kaleidoscope_cookery:stir_fried_pork_with_peppers","1","是","9","10.998","活力 1800tick 1级 概率1","","","原料：青辣椒 <kaleidoscope_cookery:green_chili>；原料：青辣椒 <kaleidoscope_cookery:green_chili>；原料：青辣椒 <kaleidoscope_cookery:green_chili>；原料：#c:foods/raw_pork；原料：#c:foods/raw_pork；原料：#c:foods/raw_pork；容器/载体：碗 <minecraft:bowl>",""
"kaleidoscope_cookery","kaleidoscope_cookery:millstone/string_from_red_wool","线","kaleidoscope_cookery:millstone","自定义工序（kaleidoscope_cookery:millstone）","线","minecraft:string","3","否","","","","","","原料：红色羊毛 <minecraft:red_wool>",""
"farmersdelight","farmersdelight:pot/add/cooked_cod_slice","熟鳕鱼片","kaleidoscope_cookery:pot","自定义工序（kaleidoscope_cookery:pot）","熟鳕鱼片","farmersdelight:cooked_cod_slice","1","是","3","3","","","","原料：生鳕鱼片 <farmersdelight:cod_slice>",""
"farmersdelight","farmersdelight:stockpot/modify/pumpkin_soup","南瓜汤","kaleidoscope_cookery:stockpot","万花筒汤锅","南瓜汤","farmersdelight:pumpkin_soup","1","是","14","21","滋养 6000tick 1级 概率1","","","原料：南瓜片 <farmersdelight:pumpkin_slice>；原料：#c:foods/leafy_green；原料：#c:foods/raw_pork",""
