"配方 ID","原料序号","原料可选项（中文名 <ID>）","候选物品数量","备注"
"kaleidoscope_cookery:flex_pot/oil_splashed_fish","1","#c:raw_fishes","","原料"
"kaleidoscope_cookery:flex_pot/oil_splashed_fish","2","#c:crops/chilipepper","","原料"
"kaleidoscope_cookery:flex_pot/oil_splashed_fish","3","碗 <minecraft:bowl>","","容器/载体"
"kaleidoscope_cookery:chopping_board/cooked_lamb_chops","1","熟羊肉 <minecraft:cooked_mutton>","","原料"
"farmersdelight:cutting/apple_pie","1","苹果派 <farmersdelight:apple_pie>","","原料"
"farmersdelight:cutting/apple_pie","2","{""type"":""farmersdelight:item_ability"",""action"":""knife_dig""}","","工具"
"farmersdelight:cutting/apple_pie","3","#c:tools/knife","","工具"
"kaleidoscope_cookery:pot/chorus_fried_egg","1","紫颂果 <minecraft:chorus_fruit>","","原料"
"kaleidoscope_cookery:pot/chorus_fried_egg","2","紫颂果 <minecraft:chorus_fruit>","","原料"
"kaleidoscope_cookery:pot/chorus_fried_egg","3","紫颂果 <minecraft:chorus_fruit>","","原料"
"kaleidoscope_cookery:pot/chorus_fried_egg","4","#c:eggs","","原料"
"kaleidoscope_cookery:pot/chorus_fried_egg","5","#c:eggs","","原料"
"kaleidoscope_cookery:pot/chorus_fried_egg","6","#c:eggs","","原料"
"kaleidoscope_cookery:pot/chorus_fried_egg","7","碗 <minecraft:bowl>","","容器/载体"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_5","1","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_5","2","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_5","3","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_5","4","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_5","5","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:flex_pot/slime_ball_meal","1","黏液球 <minecraft:slime_ball>","","原料"
"kaleidoscope_cookery:flex_pot/slime_ball_meal","2","碗 <minecraft:bowl>","","容器/载体"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_6","1","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_6","2","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_6","3","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_6","4","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_6","5","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_6","6","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_3","1","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_3","2","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_3","3","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_4","1","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_4","2","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_4","3","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_4","4","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_9","1","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_9","2","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_9","3","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_9","4","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_9","5","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_9","6","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_9","7","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_9","8","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_9","9","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_7","1","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_7","2","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_7","3","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_7","4","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_7","5","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_7","6","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_7","7","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_8","1","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_8","2","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_8","3","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_8","4","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_8","5","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_8","6","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_8","7","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_8","8","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_1","1","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_2","1","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"kaleidoscope_cookery:pot/raw_cow_offal_to_cooked_cow_offal_2","2","生牛杂 <kaleidoscope_cookery:raw_cow_offal>","","原料"
"farmersdelight:bacon_and_eggs","1","#c:foods/cooked_bacon","","原料"
"farmersdelight:bacon_and_eggs","2","#c:foods/cooked_bacon","","原料"
"farmersdelight:bacon_and_eggs","3","碗 <minecraft:bowl>","","原料"
"farmersdelight:bacon_and_eggs","4","#c:foods/cooked_egg","","原料"
"farmersdelight:bacon_and_eggs","5","#c:foods/cooked_egg","","原料"
"kaleidoscope_cookery:millstone/smooth_stone_from_cobblestone","1","圆石 <minecraft:cobblestone>","","原料"
"kaleidoscope_cookery:flex_pot/stuffed_tiger_skin_pepper","1","青辣椒 <kaleidoscope_cookery:green_chili>","","原料"
"kaleidoscope_cookery:flex_pot/stuffed_tiger_skin_pepper","2","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:flex_pot/stuffed_tiger_skin_pepper","3","碗 <minecraft:bowl>","","容器/载体"
"kaleidoscope_cookery:pot/stir_fried_pork_with_peppers","1","青辣椒 <kaleidoscope_cookery:green_chili>","","原料"
"kaleidoscope_cookery:pot/stir_fried_pork_with_peppers","2","青辣椒 <kaleidoscope_cookery:green_chili>","","原料"
"kaleidoscope_cookery:pot/stir_fried_pork_with_peppers","3","青辣椒 <kaleidoscope_cookery:green_chili>","","原料"
"kaleidoscope_cookery:pot/stir_fried_pork_with_peppers","4","#c:foods/raw_pork","","原料"
"kaleidoscope_cookery:pot/stir_fried_pork_with_peppers","5","#c:foods/raw_pork","","原料"
"kaleidoscope_cookery:pot/stir_fried_pork_with_peppers","6","#c:foods/raw_pork","","原料"
"kaleidoscope_cookery:pot/stir_fried_pork_with_peppers","7","碗 <minecraft:bowl>","","容器/载体"
"kaleidoscope_cookery:millstone/string_from_red_wool","1","红色羊毛 <minecraft:red_wool>","","原料"
"farmersdelight:pot/add/cooked_cod_slice","1","生鳕鱼片 <farmersdelight:cod_slice>","","原料"
"farmersdelight:stockpot/modify/pumpkin_soup","1","南瓜片 <farmersdelight:pumpkin_slice>","","原料"
"farmersdelight:stockpot/modify/pumpkin_soup","2","#c:foods/leafy_green","","原料"
"farmersdelight:stockpot/modify/pumpkin_soup","3","#c:foods/raw_pork","","原料"
"farmersdelight:cutting/mangrove_log","1","红树原木 <minecraft:mangrove_log>","","原料"
"farmersdelight:cutting/mangrove_log","2","{""type"":""farmersdelight:item_ability"",""action"":""axe_strip""}","","工具"
"farmersdelight:cutting/mangrove_log","3","#minecraft:axes","","工具"
"farmersdelight:chopping_board/add/chocolate_pie_slice","1","巧克力派 <farmersdelight:chocolate_pie>","","原料"
"kaleidoscope_cookery:pot/scramble_egg_with_tomatoes","1","#c:eggs","","原料"
"kaleidoscope_cookery:pot/scramble_egg_with_tomatoes","2","#c:eggs","","原料"
"kaleidoscope_cookery:pot/scramble_egg_with_tomatoes","3","#c:eggs","","原料"
"kaleidoscope_cookery:pot/scramble_egg_with_tomatoes","4","#c:crops/tomato","","原料"
"kaleidoscope_cookery:pot/scramble_egg_with_tomatoes","5","#c:crops/tomato","","原料"
"kaleidoscope_cookery:pot/scramble_egg_with_tomatoes","6","#c:crops/tomato","","原料"
"kaleidoscope_cookery:pot/scramble_egg_with_tomatoes","7","碗 <minecraft:bowl>","","容器/载体"
"farmersdelight:salvaging/leather_armor","1","{""type"":""neoforge:compound"",""children"":[{""item"":""minecraft:leather_helmet""},{""item"":""minecraft:leather_chestplate""},{""item"":""minecraft:leather_leggings""},{""item"":""minecraft:leather_boots""}]}","","原料"
"farmersdelight:salvaging/leather_armor","2","{""type"":""farmersdelight:item_ability"",""action"":""shears_dig""}","","工具"
"farmersdelight:salvaging/leather_armor","3","#c:tools/shear","","工具"
"kaleidoscope_cookery:pot/candied_potato","1","马铃薯 <minecraft:potato>","","原料"
"kaleidoscope_cookery:pot/candied_potato","2","马铃薯 <minecraft:potato>","","原料"
"kaleidoscope_cookery:pot/candied_potato","3","马铃薯 <minecraft:potato>","","原料"
"kaleidoscope_cookery:pot/candied_potato","4","马铃薯 <minecraft:potato>","","原料"
"kaleidoscope_cookery:pot/candied_potato","5","糖 <minecraft:sugar>","","原料"
"kaleidoscope_cookery:pot/candied_potato","6","糖 <minecraft:sugar>","","原料"
"kaleidoscope_cookery:pot/candied_potato","7","碗 <minecraft:bowl>","","容器/载体"
"spawn:cutting/rotten_log","1","腐木原木 <spawn:rotten_log>","","原料"
"spawn:cutting/rotten_log","2","{""type"":""farmersdelight:item_ability"",""action"":""axe_strip""}","","工具"
"spawn:reefstone_stairs_from_reefstone_stonecutting","1","礁石 <spawn:reefstone>","","原料"
"kaleidoscope_cookery:millstone/flour_from_wheat","1","小麦 <minecraft:wheat>","","原料"
"kaleidoscope_cookery:stockpot/chicken_and_mushroom_stew","1","#c:foods/raw_chicken","","原料"
"kaleidoscope_cookery:stockpot/chicken_and_mushroom_stew","2","#c:foods/raw_chicken","","原料"
"kaleidoscope_cookery:stockpot/chicken_and_mushroom_stew","3","#c:mushrooms","","原料"
"kaleidoscope_cookery:stockpot/chicken_and_mushroom_stew","4","#c:mushrooms","","原料"
"kaleidoscope_cookery:stockpot/chicken_and_mushroom_stew","5","#c:mushrooms","","原料"
"farmersdelight:cutting/cake","1","蛋糕 <minecraft:cake>","","原料"
"farmersdelight:cutting/cake","2","{""type"":""farmersdelight:item_ability"",""action"":""knife_dig""}","","工具"
"farmersdelight:cutting/cake","3","#c:tools/knife","","工具"
"kaleidoscope_cookery:millstone/pink_dye_from_pink_petals","1","粉红色花簇 <minecraft:pink_petals>","","原料"
"kaleidoscope_cookery:millstone/quartz_from_quartz_bricks","1","石英砖 <minecraft:quartz_bricks>","","原料"
"farmersdelight:cutting/sweet_berry_cheesecake","1","甜浆果芝士派 <farmersdelight:sweet_berry_cheesecake>","","原料"
"farmersdelight:cutting/sweet_berry_cheesecake","2","{""type"":""farmersdelight:item_ability"",""action"":""knife_dig""}","","工具"
"farmersdelight:cutting/sweet_berry_cheesecake","3","#c:tools/knife","","工具"
"kaleidoscope_cookery:cold_roasted_meat","1","牛排 <minecraft:cooked_beef>","","原料"
"kaleidoscope_cookery:cold_roasted_meat","2","牛排 <minecraft:cooked_beef>","","原料"
"kaleidoscope_cookery:cold_roasted_meat","3","牛排 <minecraft:cooked_beef>","","原料"
"kaleidoscope_cookery:cold_roasted_meat","4","碗 <minecraft:bowl>","","原料"
"spawn:reefstone_tile_slab_from_reefstone_stonecutting","1","礁石 <spawn:reefstone>","","原料"
"spawn:sunflower_seeds_from_vanilla_sunflower","1","向日葵 <minecraft:sunflower>","","原料"
"spawn:sunflower_seeds_from_vanilla_sunflower","2","向日葵 <minecraft:sunflower>","","原料"
"kaleidoscope_cookery:millstone/magenta_dye_from_lilac","1","丁香 <minecraft:lilac>","","原料"
"farmersdelight:carrot_from_crate","1","箱装胡萝卜 <farmersdelight:carrot_crate>","","原料"
"kaleidoscope_cookery:pot/stuffed_tiger_skin_pepper","1","青辣椒 <kaleidoscope_cookery:green_chili>","","原料"
"kaleidoscope_cookery:pot/stuffed_tiger_skin_pepper","2","青辣椒 <kaleidoscope_cookery:green_chili>","","原料"
"kaleidoscope_cookery:pot/stuffed_tiger_skin_pepper","3","青辣椒 <kaleidoscope_cookery:green_chili>","","原料"
"kaleidoscope_cookery:pot/stuffed_tiger_skin_pepper","4","青辣椒 <kaleidoscope_cookery:green_chili>","","原料"
"kaleidoscope_cookery:pot/stuffed_tiger_skin_pepper","5","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/stuffed_tiger_skin_pepper","6","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/stuffed_tiger_skin_pepper","7","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/stuffed_tiger_skin_pepper","8","生切制小肉 <kaleidoscope_cookery:raw_cut_small_meats>","","原料"
"kaleidoscope_cookery:pot/stuffed_tiger_skin_pepper","9","碗 <minecraft:bowl>","","容器/载体"
"farmersdelight:salvaging/birch_chest_boat","1","白桦木运输船 <minecraft:birch_chest_boat>","","原料"
"farmersdelight:salvaging/birch_chest_boat","2","{""type"":""farmersdelight:item_ability"",""action"":""hoe_dig""}","","工具"
"farmersdelight:salvaging/birch_chest_boat","3","#minecraft:hoes","","工具"
"spawn:cutting/rotten_planks","1","腐木木板 <spawn:rotten_planks>","","原料"
"spawn:cutting/rotten_planks","2","{""type"":""farmersdelight:item_ability"",""action"":""axe_strip""}","","工具"
"farmersdelight:salvaging/cherry_furniture","1","{""type"":""neoforge:compound"",""children"":[{""item"":""minecraft:cherry_door""},{""item"":""minecraft:cherry_trapdoor""},{""item"":""minecraft:cherry_sign""},{""item"":""minecraft:cherry_hanging_sign""},{""item"":""minecraft:cherry_fence""},{""item"":""minecraft:cherry_fence_gate""},{""item"":""minecraft:cherry_pressure_plate""},{""item"":""minecraft:cherry_button""},{""item"":""minecraft:cherry_boat""},{""item"":""farmersdelight:cherry_cabinet""}]}","","原料"
"farmersdelight:salvaging/cherry_furniture","2","{""type"":""farmersdelight:item_ability"",""action"":""axe_dig""}","","工具"
"farmersdelight:salvaging/cherry_furniture","3","#minecraft:axes","","工具"
"farmersdelight:salvaging/jungle_chest_boat","1","丛林木运输船 <minecraft:jungle_chest_boat>","","原料"
"farmersdelight:salvaging/jungle_chest_boat","2","{""type"":""farmersdelight:item_ability"",""action"":""hoe_dig""}","","工具"
"farmersdelight:salvaging/jungle_chest_boat","3","#minecraft:hoes","","工具"
"farmersdelight:cutting/crimson_stem","1","绯红菌柄 <minecraft:crimson_stem>","","原料"
"farmersdelight:cutting/crimson_stem","2","{""type"":""farmersdelight:item_ability"",""action"":""axe_strip""}","","工具"
"farmersdelight:cutting/crimson_stem","3","#minecraft:axes","","工具"
"farmersdelight:salvaging/spruce_furniture","1","{""type"":""neoforge:compound"",""children"":[{""item"":""minecraft:spruce_door""},{""item"":""minecraft:spruce_trapdoor""},{""item"":""minecraft:spruce_sign""},{""item"":""minecraft:spruce_hanging_sign""},{""item"":""minecraft:spruce_fence""},{""item"":""minecraft:spruce_fence_gate""},{""item"":""minecraft:spruce_pressure_plate""},{""item"":""minecraft:spruce_button""},{""item"":""minecraft:spruce_boat""},{""item"":""farmersdelight:spruce_cabinet""}]}","","原料"
"farmersdelight:salvaging/spruce_furniture","2","{""type"":""farmersdelight:item_ability"",""action"":""axe_dig""}","","工具"
"farmersdelight:salvaging/spruce_furniture","3","#minecraft:axes","","工具"
"kaleidoscope_cookery:millstone/sand_from_gravel","1","#c:gravels","","原料"
"farmersdelight:chopping_board/add/apple_pie_slice","1","苹果派 <farmersdelight:apple_pie>","","原料"
"farmersdelight:chopping_board/add/kelp_roll_slice","1","海带寿司卷 <farmersdelight:kelp_roll>","","原料"
"kaleidoscope_cookery:stockpot/dumpling_count_1","1","裹馅面食 <kaleidoscope_cookery:stuffed_dough_food>","","原料"
"kaleidoscope_cookery:stockpot/dumpling_count_2","1","裹馅面食 <kaleidoscope_cookery:stuffed_dough_food>","","原料"
"kaleidoscope_cookery:stockpot/dumpling_count_2","2","裹馅面食 <kaleidoscope_cookery:stuffed_dough_food>","","原料"
"kaleidoscope_cookery:stockpot/dumpling_count_3","1","裹馅面食 <kaleidoscope_cookery:stuffed_dough_food>","","原料"
"kaleidoscope_cookery:stockpot/dumpling_count_3","2","裹馅面食 <kaleidoscope_cookery:stuffed_dough_food>","","原料"
"kaleidoscope_cookery:stockpot/dumpling_count_3","3","裹馅面食 <kaleidoscope_cookery:stuffed_dough_food>","","原料"
"kaleidoscope_cookery:stockpot/dumpling_count_4","1","裹馅面食 <kaleidoscope_cookery:stuffed_dough_food>","","原料"
"kaleidoscope_cookery:stockpot/dumpling_count_4","2","裹馅面食 <kaleidoscope_cookery:stuffed_dough_food>","","原料"
"kaleidoscope_cookery:stockpot/dumpling_count_4","3","裹馅面食 <kaleidoscope_cookery:stuffed_dough_food>","","原料"
"kaleidoscope_cookery:stockpot/dumpling_count_4","4","裹馅面食 <kaleidoscope_cookery:stuffed_dough_food>","","原料"
"kaleidoscope_cookery:stockpot/dumpling_count_5","1","裹馅面食 <kaleidoscope_cookery:stuffed_dough_food>","","原料"
"kaleidoscope_cookery:stockpot/dumpling_count_5","2","裹馅面食 <kaleidoscope_cookery:stuffed_dough_food>","","原料"
"kaleidoscope_cookery:stockpot/dumpling_count_5","3","裹馅面食 <kaleidoscope_cookery:stuffed_dough_food>","","原料"
